image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_vaddr,fault_byte_offset,fault_bit,timeout,crash,output_anomaly
"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,63,"Indian cobra, Naja naja",0.960092,114,"slug",0.003924,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.003924,1,-0.114141,0xaaab141de41f,60911,4,0,0,0
"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,63,"Indian cobra, Naja naja",0.836241,60,"night snake, Hypsiglena torquata",0.068643,65,"sea snake",0.019667,1,0.100474,0xaaab141d242c,11772,6,0,0,0
"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,9,"ostrich, Struthio camelus",0.687722,63,"Indian cobra, Naja naja",0.197036,390,"eel",0.056452,0,0.312252,0xaaab141ef4eb,130747,4,0,0,0
"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,125,"hermit crab",0.654133,124,"crayfish, crawfish, crawdad, crawdaddy",0.068945,69,"trilobite",0.025363,0,0.323295,0xaaab141e61bd,93069,4,0,0,0
"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,419,"Band Aid",0.670278,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.116477,63,"Indian cobra, Naja naja",0.070647,0,0.327123,0xaaab141ed34c,122140,2,0,0,0
"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,211,"vizsla, Hungarian pointer",0.490062,159,"Rhodesian ridgeback",0.180284,180,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier",0.140405,0,0.124707,0xaaab141e7f36,100614,6,0,0,0
"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,182,"Border terrier",0.916310,185,"Norfolk terrier",0.045620,189,"Lakeland terrier",0.021550,0,0.067192,0xaaab141d8999,37737,3,0,0,0
"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,184,"Irish terrier",0.265440,163,"bloodhound, sleuthhound",0.265440,202,"soft-coated wheaten terrier",0.125385,1,0.286779,0xaaab141e2a2f,78847,5,0,0,0
"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,819,"stage",0.699918,854,"theater curtain, theatre curtain",0.073771,406,"altar",0.044744,0,0.264175,0xaaab141f36aa,147578,5,0,0,0
"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,246,"Great Dane",0.308480,163,"bloodhound, sleuthhound",0.145715,219,"cocker spaniel, English cocker spaniel, cocker",0.145715,0,0.009023,0xaaab141ea3f4,110020,2,0,0,0
