image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_vaddr,fault_byte_offset,fault_bit,timeout,crash,output_anomaly
"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,63,"Indian cobra, Naja naja",0.593432,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.132412,68,"sidewinder, horned rattlesnake, Crotalus cerastes",0.062547,1,0.252520,0xaaab141d176c,8508,3,0,0,0
"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,390,"eel",0.398000,65,"sea snake",0.146416,63,"Indian cobra, Naja naja",0.146416,0,0.538715,0xaaab141e1dd2,75682,6,0,0,0
"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,390,"eel",0.231782,9,"ostrich, Struthio camelus",0.180512,63,"Indian cobra, Naja naja",0.180512,0,0.768192,0xaaab141e5ff1,92609,0,0,0,0
"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,461,"breastplate, aegis, egis",0.526272,463,"bucket, pail",0.043199,792,"shovel",0.043199,0,0.451157,0xaaab141f3e63,149555,4,0,0,0
"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,611,"jigsaw puzzle",0.545405,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.094777,63,"Indian cobra, Naja naja",0.073813,0,0.451996,0xaaab141d7467,32311,2,0,0,0
"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,184,"Irish terrier",0.392538,191,"Airedale, Airedale terrier",0.238086,189,"Lakeland terrier",0.112464,1,0.222231,0xaaab141f1b0f,140511,1,0,0,0
"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,182,"Border terrier",0.577409,189,"Lakeland terrier",0.128837,180,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier",0.060858,0,0.406093,0xaaab141d6704,28884,6,0,0,0
"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,184,"Irish terrier",0.643189,191,"Airedale, Airedale terrier",0.303821,262,"Brabancon griffon",0.015126,1,-0.090970,0xaaab141da1f4,43972,4,0,0,0
"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,819,"stage",0.344463,716,"picket fence, paling",0.126721,213,"Irish setter, red setter",0.036306,0,0.619630,0xaaab141e0119,68329,4,0,0,0
"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,219,"cocker spaniel, English cocker spaniel, cocker",0.651347,161,"basset, basset hound",0.239617,106,"wombat",0.019669,0,-0.333845,0xaaab141f106e,137790,6,0,0,0
"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,191,"Airedale, Airedale terrier",0.965643,175,"otterhound, otter hound",0.013774,193,"Australian terrier",0.008354,1,-0.123658,0xaaab141dbd80,51024,2,0,0,0
"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,191,"Airedale, Airedale terrier",0.590821,992,"agaric",0.102669,189,"Lakeland terrier",0.102669,1,0.323259,0xaaab141efd50,132896,1,0,0,0
"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,191,"Airedale, Airedale terrier",0.946584,189,"Lakeland terrier",0.047128,184,"Irish terrier",0.001827,1,0.022025,0xaaab141d266b,12347,6,0,0,0
"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,677,"nail",0.282794,489,"chainlink fence",0.104034,488,"chain",0.081022,0,0.705909,0xaaab141dcc6a,54842,5,0,0,0
"n02096051/n02096051_668.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.991122,191,"Airedale, Airedale terrier",0.396606,193,"Australian terrier",0.308877,611,"jigsaw puzzle",0.088495,1,0.594516,0xaaab141f2f57,145703,5,0,0,0
"n02113186/n02113186_12291.JPEG",264,"Cardigan, Cardigan Welsh corgi",264,"Cardigan, Cardigan Welsh corgi",0.848451,286,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.134664,264,"Cardigan, Cardigan Welsh corgi",0.104876,285,"Egyptian cat",0.063611,0,0.713787,0xaaab141ecfd7,121255,7,0,0,0
"n02113186/n02113186_13231.JPEG",264,"Cardigan, Cardigan Welsh corgi",201,"silky terrier, Sydney silky",0.489978,212,"English setter",0.292112,203,"West Highland white terrier",0.177175,361,"skunk, polecat, wood pussy",0.050761,0,0.197867,0xaaab141d7711,32993,6,0,0,0
"n02113186/n02113186_50.JPEG",264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,250,"Siberian husky",0.583913,248,"Eskimo dog, husky",0.101469,232,"Border collie",0.061544,0,-0.067602,0xaaab141d5cef,26303,4,0,0,0
"n02113186/n02113186_5538.JPEG",264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,161,"basset, basset hound",0.800624,162,"beagle",0.065719,217,"English springer, English springer spaniel",0.039861,0,-0.229514,0xaaab141db8e4,49844,1,0,0,0
"n02113186/n02113186_9772.JPEG",264,"Cardigan, Cardigan Welsh corgi",195,"Boston bull, Boston terrier",0.305252,247,"Saint Bernard, St Bernard",0.343802,195,"Boston bull, Boston terrier",0.208526,217,"English springer, English springer spaniel",0.162401,0,-0.038550,0xaaab141efdfc,133068,3,0,0,0
"n02114855/n02114855_1044.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.933076,134,"crane",0.154365,353,"gazelle",0.120219,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.120219,0,0.778711,0xaaab141e4838,86536,3,0,0,0
"n02114855/n02114855_1047.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,125,"hermit crab",0.542593,112,"conch",0.155455,115,"sea slug, nudibranch",0.057189,0,0.313792,0xaaab141eee11,128993,3,0,0,0
"n02114855/n02114855_18848.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.831597,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.779758,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.038822,68,"sidewinder, horned rattlesnake, Crotalus cerastes",0.018338,1,0.051839,0xaaab141f130b,138459,4,0,0,0
"n02114855/n02114855_7204.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.926733,284,"Siamese cat, Siamese",0.217102,219,"cocker spaniel, English cocker spaniel, cocker",0.102552,270,"white wolf, Arctic wolf, Canis lupus tundrarum",0.048442,0,0.709631,0xaaab141cfbe9,1465,2,0,0,0
"n02114855/n02114855_7265.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.818428,703,"park bench",0.168804,791,"shopping cart",0.131465,825,"stone wall",0.131465,0,0.649623,0xaaab141dc40a,52698,1,0,0,0
"n02134418/n02134418_11090.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.945521,125,"hermit crab",0.789958,219,"cocker spaniel, English cocker spaniel, cocker",0.050500,217,"English springer, English springer spaniel",0.030630,0,0.155562,0xaaab141e60f9,92873,4,0,0,0
"n02134418/n02134418_2895.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.999508,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.803485,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.179282,101,"tusker",0.004216,1,0.196023,0xaaab141e5a5e,91182,7,0,0,0
"n02134418/n02134418_3846.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.730507,334,"porcupine, hedgehog",0.467513,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.220837,361,"skunk, polecat, wood pussy",0.104316,0,0.262994,0xaaab141ed897,123495,1,0,0,0
"n02134418/n02134418_4725.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.907159,370,"guenon, guenon monkey",0.475400,374,"langur",0.174890,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.050107,0,0.431760,0xaaab141efb42,132370,2,0,0,0
"n02134418/n02134418_5777.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.608753,703,"park bench",0.579646,428,"barrow, garden cart, lawn cart, wheelbarrow",0.166071,489,"chainlink fence",0.078447,0,0.029107,0xaaab141df85a,66090,6,0,0,0
"n02264363/n02264363_13680.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.562020,318,"lacewing, lacewing fly",0.479995,677,"nail",0.176580,783,"screw",0.137521,1,0.082025,0xaaab141d892b,37627,3,0,0,0
"n02264363/n02264363_3092.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.984973,124,"crayfish, crawfish, crawdad, crawdaddy",0.292998,904,"window screen",0.083945,425,"barn",0.065377,0,0.691975,0xaaab141dd267,56375,5,0,0,0
"n02264363/n02264363_4632.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.974743,318,"lacewing, lacewing fly",0.962239,317,"leafhopper",0.029057,311,"grasshopper, hopper",0.003063,1,0.012504,0xaaab141eecc9,128665,7,0,0,0
"n02264363/n02264363_5318.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999994,318,"lacewing, lacewing fly",0.999902,126,"isopod",0.000045,310,"ant, emmet, pismire",0.000035,1,0.000092,0xaaab141e4a08,87000,5,0,0,0
"n02264363/n02264363_9846.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999998,318,"lacewing, lacewing fly",0.999978,319,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",0.000010,311,"grasshopper, hopper",0.000006,1,0.000020,0xaaab141d59a8,25464,3,0,0,0
"n02699494/n02699494_12579.JPEG",406,"altar",406,"altar",0.955258,406,"altar",0.954296,884,"vault",0.013612,497,"church, church building",0.013612,1,0.000962,0xaaab141d9bc9,42393,7,0,0,0
"n02699494/n02699494_18171.JPEG",406,"altar",406,"altar",0.998605,844,"switch, electric switch, electrical switch",0.976289,753,"radiator",0.006578,406,"altar",0.006578,0,0.022316,0xaaab141d19ce,9118,6,0,0,0
"n02699494/n02699494_2349.JPEG",406,"altar",406,"altar",0.957186,406,"altar",0.984300,884,"vault",0.010935,663,"monastery",0.003133,1,-0.027115,0xaaab141d869a,36970,7,0,0,0
"n02699494/n02699494_4661.JPEG",406,"altar",406,"altar",0.998281,406,"altar",0.986072,611,"jigsaw puzzle",0.005174,998,"ear, spike, capitulum",0.002444,1,0.012209,0xaaab141e950d,106205,2,0,0,0
"n02699494/n02699494_4682.JPEG",406,"altar",406,"altar",0.910919,406,"altar",0.661733,677,"nail",0.032946,646,"maze, labyrinth",0.032946,1,0.249187,0xaaab141d5af9,25801,4,0,0,0
"n02704792/n02704792_13304.JPEG",408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.998796,829,"streetcar, tram, tramcar, trolley, trolley car",0.509468,593,"harmonica, mouth organ, harp, mouth harp",0.396774,705,"passenger car, coach, carriage",0.053698,0,0.489328,0xaaab141ea8aa,111226,2,0,0,0
"n02704792/n02704792_2135.JPEG",408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.985230,484,"catamaran",0.181758,730,"plow, plough",0.110242,733,"pole",0.085856,0,0.803472,0xaaab141ec64c,118812,0,0,0,0
"n02704792/n02704792_28593.JPEG",408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.999893,586,"half track",0.347404,408,"amphibian, amphibious vehicle",0.270558,913,"wreck",0.127803,0,0.652490,0xaaab141ee7a9,127353,4,0,0,0
"n02704792/n02704792_4565.JPEG",408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.999509,408,"amphibian, amphibious vehicle",0.941927,611,"jigsaw puzzle",0.028444,978,"seashore, coast, seacoast, sea-coast",0.008149,1,0.057582,0xaaab141f2f01,145617,6,0,0,0
"n02704792/n02704792_7641.JPEG",408,"amphibian, amphibious vehicle",586,"half track",0.738355,586,"half track",0.910695,609,"jeep, landrover",0.074754,717,"pickup, pickup truck",0.007879,0,-0.172341,0xaaab141e1a87,74839,3,0,0,0
"n02794156/n02794156_202.JPEG",426,"barometer",426,"barometer",0.654001,759,"reflex camera",0.307522,426,"barometer",0.145263,577,"gong, tam-tam",0.113131,0,0.346479,0xaaab141e2cf9,79561,4,0,0,0
"n02794156/n02794156_3679.JPEG",426,"barometer",485,"CD player",0.267044,844,"switch, electric switch, electrical switch",0.168597,571,"gas pump, gasoline pump, petrol pump, island dispenser",0.131304,710,"pencil sharpener",0.062024,0,0.098447,0xaaab141e8fb1,104833,1,0,0,0
"n02794156/n02794156_4688.JPEG",426,"barometer",426,"barometer",0.999539,892,"wall clock",0.491094,426,"barometer",0.491094,409,"analog clock",0.008995,0,0.508446,0xaaab141d73c4,32148,5,0,0,0
"n02794156/n02794156_6604.JPEG",426,"barometer",635,"magnetic compass",0.988816,896,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",0.700772,441,"beer glass",0.057523,611,"jigsaw puzzle",0.044799,0,0.288045,0xaaab141dd6a3,57459,2,0,0,0
"n02794156/n02794156_7565.JPEG",426,"barometer",892,"wall clock",0.506343,562,"fountain",0.486514,892,"wall clock",0.139389,619,"lampshade, lamp shade",0.065842,0,0.019830,0xaaab141d97e7,41399,0,0,0,0
"n03124043/n03124043_5402.JPEG",514,"cowboy boot",514,"cowboy boot",0.999997,514,"cowboy boot",0.997548,806,"sock",0.000910,327,"starfish, sea star",0.000261,1,0.002450,0xaaab141e8f86,104790,2,0,0,0
"n03124043/n03124043_5856.JPEG",514,"cowboy boot",514,"cowboy boot",0.975995,753,"radiator",0.990546,894,"wardrobe, closet, press",0.003153,69,"trilobite",0.001912,0,-0.014552,0xaaab141ee5e3,126899,6,0,0,0
"n03124043/n03124043_6328.JPEG",514,"cowboy boot",502,"clog, geta, patten, sabot",0.501363,806,"sock",0.309451,514,"cowboy boot",0.187691,474,"cardigan",0.041880,0,0.191912,0xaaab141d54e4,24244,0,0,0,0
"n03124043/n03124043_7091.JPEG",514,"cowboy boot",514,"cowboy boot",0.999908,514,"cowboy boot",0.999405,112,"conch",0.000096,327,"starfish, sea star",0.000096,1,0.000503,0xaaab141d2dd7,14247,5,0,0,0
"n03124043/n03124043_7889.JPEG",514,"cowboy boot",630,"Loafer",0.958231,600,"hook, claw",0.267459,630,"Loafer",0.208297,792,"shovel",0.098393,0,0.690773,0xaaab141f0b14,136420,3,0,0,0
"n03637318/n03637318_1066.JPEG",619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.903326,619,"lampshade, lamp shade",0.764774,813,"spatula",0.048890,596,"hatchet",0.038076,1,0.138552,0xaaab141e8609,102361,3,0,0,0
"n03637318/n03637318_14251.JPEG",619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.926911,107,"jellyfish",0.840732,714,"pick, plectrum, plectron",0.041858,5,"electric ray, crampfish, numbfish, torpedo",0.032599,0,0.086179,0xaaab141e3796,82278,7,0,0,0
"n03637318/n03637318_16044.JPEG",619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.904649,619,"lampshade, lamp shade",0.966876,741,"prayer rug, prayer mat",0.008365,905,"window shade",0.005074,1,-0.062227,0xaaab141efd72,132930,5,0,0,0
"n03637318/n03637318_6645.JPEG",619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.662967,987,"corn",0.944196,998,"ear, spike, capitulum",0.047009,818,"spotlight, spot",0.003859,0,-0.281229,0xaaab141e0d98,71528,4,0,0,0
"n03637318/n03637318_9369.JPEG",619,"lampshade, lamp shade",619,"lampshade, lamp shade",0.913729,107,"jellyfish",0.324488,947,"mushroom",0.153277,301,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",0.092967,0,0.589241,0xaaab141ebe5a,116778,4,0,0,0
"n03874293/n03874293_11031.JPEG",694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999999,694,"paddlewheel, paddle wheel",0.999999,913,"wreck",0.000001,730,"plow, plough",0.000000,1,0.000000,0xaaab141e9bf3,107971,0,0,0,0
"n03874293/n03874293_14179.JPEG",694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999978,694,"paddlewheel, paddle wheel",0.986408,595,"harvester, reaper",0.010958,856,"thresher, thrasher, threshing machine",0.001483,1,0.013570,0xaaab141f2bfe,144846,0,0,0,0
"n03874293/n03874293_152.JPEG",694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999992,694,"paddlewheel, paddle wheel",0.999116,913,"wreck",0.000430,743,"prison, prison house",0.000158,1,0.000876,0xaaab141de47b,61003,1,0,0,0
"n03874293/n03874293_22199.JPEG",694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",0.999289,428,"barrow, garden cart, lawn cart, wheelbarrow",0.185256,913,"wreck",0.185256,792,"shovel",0.144278,0,0.814033,0xaaab141d3c64,17972,2,0,0,0
"n03874293/n03874293_4256.JPEG",694,"paddlewheel, paddle wheel",694,"paddlewheel, paddle wheel",1.000000,694,"paddlewheel, paddle wheel",0.999863,730,"plow, plough",0.000123,913,"wreck",0.000004,1,0.000137,0xaaab141d9899,41577,2,0,0,0
"n03933933/n03933933_21453.JPEG",718,"pier",718,"pier",0.997604,733,"pole",0.829670,489,"chainlink fence",0.087447,421,"bannister, banister, balustrade, balusters, handrail",0.068103,0,0.167933,0xaaab141d3e59,18473,7,0,0,0
"n03933933/n03933933_24591.JPEG",718,"pier",536,"dock, dockage, docking facility",0.584435,733,"pole",0.205913,611,"jigsaw puzzle",0.205913,562,"fountain",0.075751,0,0.378523,0xaaab141deb15,62693,0,0,0,0
"n03933933/n03933933_31954.JPEG",718,"pier",718,"pier",0.561927,727,"planetarium",0.536678,421,"bannister, banister, balustrade, balusters, handrail",0.072631,839,"suspension bridge",0.072631,0,0.025249,0xaaab141d2c95,13925,3,0,0,0
"n03933933/n03933933_4981.JPEG",718,"pier",718,"pier",0.664261,821,"steel arch bridge",0.934291,718,"pier",0.036226,694,"paddlewheel, paddle wheel",0.013327,0,-0.270029,0xaaab141dd238,56328,0,0,0,0
"n03933933/n03933933_90.JPEG",718,"pier",718,"pier",0.934564,821,"steel arch bridge",0.968516,718,"pier",0.029247,562,"fountain",0.001456,0,-0.033952,0xaaab141f1f03,141523,6,0,0,0
"n04311004/n04311004_1647.JPEG",821,"steel arch bridge",821,"steel arch bridge",0.992740,821,"steel arch bridge",0.794736,718,"pier",0.138104,562,"fountain",0.006876,1,0.198004,0xaaab141f1f05,141525,7,0,0,0
"n04311004/n04311004_2766.JPEG",821,"steel arch bridge",821,"steel arch bridge",0.781556,821,"steel arch bridge",0.470940,727,"planetarium",0.081837,318,"lacewing, lacewing fly",0.063735,1,0.310616,0xaaab141dc9fb,54219,3,0,0,0
"n04311004/n04311004_3501.JPEG",821,"steel arch bridge",821,"steel arch bridge",0.999000,831,"studio couch, day bed",0.285076,361,"skunk, polecat, wood pussy",0.172907,750,"quilt, comforter, comfort, puff",0.104873,0,0.713925,0xaaab141d02a9,3193,4,0,0,0
"n04311004/n04311004_3797.JPEG",821,"steel arch bridge",668,"mosque",0.498529,718,"pier",0.224138,821,"steel arch bridge",0.224138,580,"greenhouse, nursery, glasshouse",0.105875,0,0.274391,0xaaab141e81f8,101320,6,0,0,0
"n04311004/n04311004_6632.JPEG",821,"steel arch bridge",821,"steel arch bridge",0.939190,821,"steel arch bridge",0.999345,718,"pier",0.000553,421,"bannister, banister, balustrade, balusters, handrail",0.000035,1,-0.060156,0xaaab141d9623,40947,7,0,0,0
"n04355933/n04355933_13231.JPEG",836,"sunglass",585,"hair spray",0.975834,354,"Arabian camel, dromedary, Camelus dromedarius",0.143252,385,"Indian elephant, Elephas maximus",0.143252,101,"tusker",0.111565,0,0.832582,0xaaab141d0005,2517,2,0,0,0
"n04355933/n04355933_14508.JPEG",836,"sunglass",837,"sunglasses, dark glasses, shades",0.456516,837,"sunglasses, dark glasses, shades",0.402958,836,"sunglass",0.313824,475,"car mirror",0.025760,0,0.053558,0xaaab141eda67,123959,1,0,0,0
"n04355933/n04355933_1754.JPEG",836,"sunglass",837,"sunglasses, dark glasses, shades",0.542529,837,"sunglasses, dark glasses, shades",0.451923,836,"sunglass",0.213473,433,"bathing cap, swimming cap",0.166253,0,0.090606,0xaaab141d1a71,9281,2,0,0,0
"n04355933/n04355933_2717.JPEG",836,"sunglass",837,"sunglasses, dark glasses, shades",0.465078,837,"sunglasses, dark glasses, shades",0.377891,836,"sunglass",0.377891,633,"loupe, jeweler's loupe",0.229203,0,0.087187,0xaaab141f3834,147972,0,0,0,0
"n04355933/n04355933_3450.JPEG",836,"sunglass",836,"sunglass",0.327517,447,"binoculars, field glasses, opera glasses",0.227265,101,"tusker",0.065112,513,"cornet, horn, trumpet, trump",0.039493,0,0.100252,0xaaab141d0118,2792,2,0,0,0
"n04370456/n04370456_3046.JPEG",841,"sweatshirt",841,"sweatshirt",0.488503,794,"shower curtain",0.338172,617,"lab coat, laboratory coat",0.159741,834,"suit, suit of clothes",0.096888,0,0.150331,0xaaab141eee0f,128991,0,0,0,0
"n04370456/n04370456_4380.JPEG",841,"sweatshirt",750,"quilt, comforter, comfort, puff",0.258029,982,"groom, bridegroom",0.418994,457,"bow tie, bow-tie, bowtie",0.120044,601,"hoopskirt, crinoline",0.093490,0,-0.160965,0xaaab141f0b95,136549,0,0,0,0
"n04370456/n04370456_5698.JPEG",841,"sweatshirt",841,"sweatshirt",0.970347,841,"sweatshirt",0.982844,465,"bulletproof vest",0.003128,461,"breastplate, aegis, egis",0.002436,1,-0.012497,0xaaab141ddb60,58672,5,0,0,0
"n04370456/n04370456_6227.JPEG",841,"sweatshirt",841,"sweatshirt",0.783750,887,"vestment",0.488105,841,"sweatshirt",0.179564,937,"broccoli",0.024301,0,0.295645,0xaaab141f2fc1,145809,4,0,0,0
"n04370456/n04370456_942.JPEG",841,"sweatshirt",841,"sweatshirt",0.967017,474,"cardigan",0.505397,841,"sweatshirt",0.238733,490,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",0.112769,0,0.461621,0xaaab141f1831,139777,3,0,0,0
"n04557648/n04557648_1727.JPEG",898,"water bottle",509,"confectionery, confectionary, candy store",0.201326,488,"chain",0.201872,425,"barn",0.095358,950,"orange",0.045044,0,-0.000546,0xaaab141d110c,6876,0,0,0,0
"n04557648/n04557648_2063.JPEG",898,"water bottle",708,"pedestal, plinth, footstall",0.137753,4,"hammerhead, hammerhead shark",0.797012,596,"hatchet",0.107864,587,"hammer",0.018744,0,-0.659260,0xaaab141e0824,70132,1,0,0,0
"n04557648/n04557648_29432.JPEG",898,"water bottle",435,"bathtub, bathing tub, bath, tub",0.687544,792,"shovel",0.250295,600,"hook, claw",0.151811,896,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",0.118231,0,0.437250,0xaaab141e0190,68448,7,0,0,0
"n04557648/n04557648_310.JPEG",898,"water bottle",664,"monitor",0.505971,695,"padlock",0.159026,851,"television, television system",0.159026,626,"lighter, light, igniter, ignitor",0.123849,0,0.346945,0xaaab141d8b33,38147,5,0,0,0
"n04557648/n04557648_8444.JPEG",898,"water bottle",898,"water bottle",0.417932,440,"beer bottle",0.422480,626,"lighter, light, igniter, ignitor",0.155422,737,"pop bottle, soda bottle",0.094268,0,-0.004549,0xaaab141e4f01,88273,2,0,0,0
"n09399592/n09399592_17820.JPEG",976,"promontory, headland, head, foreland",976,"promontory, headland, head, foreland",0.972934,976,"promontory, headland, head, foreland",0.154638,6,"stingray",0.154638,825,"stone wall",0.120432,1,0.818297,0xaaab141e8fb5,104837,3,0,0,0
"n09399592/n09399592_57381.JPEG",976,"promontory, headland, head, foreland",976,"promontory, headland, head, foreland",0.712268,913,"wreck",0.175718,112,"conch",0.175718,125,"hermit crab",0.106578,0,0.536549,0xaaab141d0a8d,5213,7,0,0,0
"n09399592/n09399592_58193.JPEG",976,"promontory, headland, head, foreland",976,"promontory, headland, head, foreland",0.934759,979,"valley, vale",0.726490,976,"promontory, headland, head, foreland",0.076571,203,"West Highland white terrier",0.059634,0,0.208269,0xaaab141d318e,15198,4,0,0,0
"n09399592/n09399592_74394.JPEG",976,"promontory, headland, head, foreland",976,"promontory, headland, head, foreland",0.560423,110,"flatworm, platyhelminth",0.708118,6,"stingray",0.202879,115,"sea slug, nudibranch",0.058126,0,-0.147695,0xaaab141d3422,15858,0,0,0,0
"n09399592/n09399592_87777.JPEG",976,"promontory, headland, head, foreland",976,"promontory, headland, head, foreland",0.644056,329,"sea cucumber, holothurian",0.412583,750,"quilt, comforter, comfort, puff",0.151781,6,"stingray",0.151781,0,0.231472,0xaaab141d1a5e,9262,5,0,0,0
