image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_vaddr,fault_byte_offset,fault_bit,timeout,crash,output_anomaly
"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,63,"Indian cobra, Naja naja",0.874368,54,"hognose snake, puff adder, sand viper",0.118333,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.002167,1,-0.028416,0xaaab141cf6dc,172,3,0,0,0
"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,63,"Indian cobra, Naja naja",0.941746,57,"garter snake, grass snake",0.022148,60,"night snake, Hypsiglena torquata",0.010462,1,-0.005031,0xaaab141ed508,122584,6,0,0,0
"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,63,"Indian cobra, Naja naja",0.999952,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.000028,67,"diamondback, diamondback rattlesnake, Crotalus adamanteus",0.000005,1,0.000022,0xaaab141d1b17,9447,7,0,0,0
"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,63,"Indian cobra, Naja naja",0.946724,60,"night snake, Hypsiglena torquata",0.036708,58,"water snake",0.013504,1,0.030704,0xaaab141ec095,117349,7,0,0,0
"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,63,"Indian cobra, Naja naja",0.987733,65,"sea snake",0.004037,54,"hognose snake, puff adder, sand viper",0.002448,1,0.009668,0xaaab141ebeeb,116923,7,0,0,0
"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,184,"Irish terrier",0.670166,211,"vizsla, Hungarian pointer",0.192006,182,"Border terrier",0.070635,1,-0.055397,0xaaab141dff6e,67902,7,0,0,0
"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,182,"Border terrier",0.972053,184,"Irish terrier",0.013866,185,"Norfolk terrier",0.008410,0,0.011449,0xaaab141d69f3,29635,2,0,0,0
"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,202,"soft-coated wheaten terrier",0.705347,226,"briard",0.122571,184,"Irish terrier",0.095458,0,-0.153127,0xaaab141db90c,49884,1,0,0,0
"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,184,"Irish terrier",0.946474,182,"Border terrier",0.028581,192,"cairn, cairn terrier",0.008189,1,0.017619,0xaaab141e864c,102428,6,0,0,0
"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,202,"soft-coated wheaten terrier",0.341037,163,"bloodhound, sleuthhound",0.161095,184,"Irish terrier",0.161095,0,-0.023535,0xaaab141f37c4,147860,2,0,0,0
"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,191,"Airedale, Airedale terrier",0.798347,189,"Lakeland terrier",0.051037,201,"silky terrier, Sydney silky",0.051037,1,0.043638,0xaaab141e2825,78325,1,0,0,0
"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,191,"Airedale, Airedale terrier",0.925457,211,"vizsla, Hungarian pointer",0.035884,189,"Lakeland terrier",0.010281,1,-0.011377,0xaaab141f0135,133893,1,0,0,0
"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,191,"Airedale, Airedale terrier",0.981348,189,"Lakeland terrier",0.017974,188,"wire-haired fox terrier",0.000329,1,-0.012739,0xaaab141f0a26,136182,6,0,0,0
"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,191,"Airedale, Airedale terrier",0.986758,189,"Lakeland terrier",0.010962,188,"wire-haired fox terrier",0.001484,1,0.001944,0xaaab141d3a9c,17516,5,0,0,0
"n02096051/n02096051_668.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.991122,191,"Airedale, Airedale terrier",0.981887,175,"otterhound, otter hound",0.014006,189,"Lakeland terrier",0.002434,1,0.009234,0xaaab141ee9f2,127938,5,0,0,0
"n02113186/n02113186_12291.JPEG",264,"Cardigan, Cardigan Welsh corgi",264,"Cardigan, Cardigan Welsh corgi",0.848451,264,"Cardigan, Cardigan Welsh corgi",0.853014,263,"Pembroke, Pembroke Welsh corgi",0.042469,253,"basenji",0.015624,1,-0.004563,0xaaab141d3644,16404,5,0,0,0
"n02113186/n02113186_13231.JPEG",264,"Cardigan, Cardigan Welsh corgi",201,"silky terrier, Sydney silky",0.489978,201,"silky terrier, Sydney silky",0.420232,275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.420232,212,"English setter",0.056872,0,0.069746,0xaaab141e73ba,97674,2,0,0,0
"n02113186/n02113186_50.JPEG",264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,263,"Pembroke, Pembroke Welsh corgi",0.445071,264,"Cardigan, Cardigan Welsh corgi",0.445071,158,"toy terrier",0.046910,0,0.071240,0xaaab141de736,61702,4,0,0,0
"n02113186/n02113186_5538.JPEG",264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,162,"beagle",0.812850,166,"Walker hound, Walker foxhound",0.085674,263,"Pembroke, Pembroke Welsh corgi",0.019116,0,-0.241739,0xaaab141d6c35,30213,7,0,0,0
"n02113186/n02113186_9772.JPEG",264,"Cardigan, Cardigan Welsh corgi",195,"Boston bull, Boston terrier",0.305252,264,"Cardigan, Cardigan Welsh corgi",0.273995,195,"Boston bull, Boston terrier",0.273995,242,"boxer",0.213388,1,0.031257,0xaaab141ea324,109812,2,0,0,0
