image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,timeout,crash
"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,203,"West Highland white terrier",0.904649,943,"cucumber, cuke",0.095349,63,"Indian cobra, Naja naja",0.000002,0,-0.058697,0,0
"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,63,"Indian cobra, Naja naja",0.930821,57,"garter snake, grass snake",0.017049,64,"green mamba",0.013277,1,0.005894,0,0
"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,929,"ice lolly, lolly, lollipop, popsicle",0.988996,63,"Indian cobra, Naja naja",0.010987,35,"mud turtle",0.000017,0,0.010978,0,0
"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,668,"mosque",0.999560,63,"Indian cobra, Naja naja",0.000431,60,"night snake, Hypsiglena torquata",0.000006,0,-0.022131,0,0
"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,44,"alligator lizard",0.918242,63,"Indian cobra, Naja naja",0.075374,763,"revolver, six-gun, six-shooter",0.006187,0,0.079159,0,0
"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,184,"Irish terrier",0.614627,211,"vizsla, Hungarian pointer",0.226109,182,"Border terrier",0.083181,1,0.000142,0,0
"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,182,"Border terrier",0.982050,184,"Irish terrier",0.008496,185,"Norfolk terrier",0.004013,0,0.001452,0,0
"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,202,"soft-coated wheaten terrier",0.551441,184,"Irish terrier",0.157990,226,"briard",0.123043,0,0.000778,0,0
"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,113,"snail",0.999971,184,"Irish terrier",0.000028,182,"Border terrier",0.000001,0,-0.035878,0,0
"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,139,"ruddy turnstone, Arenaria interpres",0.999998,903,"wig",0.000002,202,"soft-coated wheaten terrier",0.000000,0,-0.682495,0,0
"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,191,"Airedale, Airedale terrier",0.813336,189,"Lakeland terrier",0.040494,187,"Yorkshire terrier",0.031536,1,0.028649,0,0
"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,934,"hotdog, hot dog, red hot",1.000000,191,"Airedale, Airedale terrier",0.000000,211,"vizsla, Hungarian pointer",0.000000,0,-0.085920,0,0
"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,74,"garden spider, Aranea diademata",0.999940,191,"Airedale, Airedale terrier",0.000058,189,"Lakeland terrier",0.000002,0,-0.031330,0,0
"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,569,"garbage truck, dustcart",0.996791,191,"Airedale, Airedale terrier",0.003173,189,"Lakeland terrier",0.000027,0,-0.008088,0,0
"n02096051/n02096051_668.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.991122,18,"magpie",0.999284,191,"Airedale, Airedale terrier",0.000710,175,"otterhound, otter hound",0.000005,0,-0.008162,0,0
"n02113186/n02113186_12291.JPEG",264,"Cardigan, Cardigan Welsh corgi",264,"Cardigan, Cardigan Welsh corgi",0.848451,803,"snowplow, snowplough",0.999999,264,"Cardigan, Cardigan Welsh corgi",0.000001,263,"Pembroke, Pembroke Welsh corgi",0.000000,0,-0.151548,0,0
"n02113186/n02113186_13231.JPEG",264,"Cardigan, Cardigan Welsh corgi",201,"silky terrier, Sydney silky",0.489978,680,"nipple",0.568541,351,"hartebeest",0.268560,936,"head cabbage",0.162890,0,-0.078563,0,0
"n02113186/n02113186_50.JPEG",264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,875,"trombone",0.886647,263,"Pembroke, Pembroke Welsh corgi",0.056681,264,"Cardigan, Cardigan Welsh corgi",0.044144,0,-0.370336,0,0
"n02113186/n02113186_5538.JPEG",264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,967,"espresso",0.999999,60,"night snake, Hypsiglena torquata",0.000001,162,"beagle",0.000000,0,-0.428889,0,0
"n02113186/n02113186_9772.JPEG",264,"Cardigan, Cardigan Welsh corgi",195,"Boston bull, Boston terrier",0.305252,657,"missile",1.000000,195,"Boston bull, Boston terrier",0.000000,264,"Cardigan, Cardigan Welsh corgi",0.000000,0,-0.694748,0,0
"n02114855/n02114855_1044.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.933076,885,"velvet",0.999982,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.000017,331,"hare",0.000000,0,-0.066906,0,0
"n02114855/n02114855_1047.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.471473,182,"Border terrier",0.367184,478,"carton",0.081930,1,0.384912,0,0
"n02114855/n02114855_18848.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.831597,701,"parachute, chute",0.788445,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.175926,293,"cheetah, chetah, Acinonyx jubatus",0.018542,0,0.043152,0,0
"n02114855/n02114855_7204.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.926733,717,"pickup, pickup truck",0.985932,394,"sturgeon",0.014064,147,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",0.000004,0,-0.059199,0,0
