image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,timeout,crash
"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,63,"Indian cobra, Naja naja",0.721472,54,"hognose snake, puff adder, sand viper",0.265415,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.004861,1,0.124479,0,0
"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,63,"Indian cobra, Naja naja",0.921241,57,"garter snake, grass snake",0.021666,60,"night snake, Hypsiglena torquata",0.016873,1,0.015474,0,0
"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,63,"Indian cobra, Naja naja",0.999973,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.000017,68,"sidewinder, horned rattlesnake, Crotalus cerastes",0.000002,1,0.000001,0,0
"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,63,"Indian cobra, Naja naja",0.946749,60,"night snake, Hypsiglena torquata",0.036709,58,"water snake",0.013505,1,0.030680,0,0
"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,63,"Indian cobra, Naja naja",0.998276,65,"sea snake",0.000430,54,"hognose snake, puff adder, sand viper",0.000335,1,-0.000875,0,0
"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,184,"Irish terrier",0.669326,211,"vizsla, Hungarian pointer",0.191765,182,"Border terrier",0.070546,1,-0.054557,0,0
"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,182,"Border terrier",0.976705,185,"Norfolk terrier",0.010850,184,"Irish terrier",0.008450,0,0.006796,0,0
"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,202,"soft-coated wheaten terrier",0.625129,226,"briard",0.139485,184,"Irish terrier",0.108631,0,-0.072910,0,0
"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,184,"Irish terrier",0.926900,182,"Border terrier",0.027990,192,"cairn, cairn terrier",0.016977,1,0.037193,0,0
"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,202,"soft-coated wheaten terrier",0.359014,184,"Irish terrier",0.217753,163,"bloodhound, sleuthhound",0.169586,0,-0.041512,0,0
"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,191,"Airedale, Airedale terrier",0.855492,189,"Lakeland terrier",0.033171,187,"Yorkshire terrier",0.033171,1,-0.013507,0,0
"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,191,"Airedale, Airedale terrier",0.911797,211,"vizsla, Hungarian pointer",0.035354,189,"Lakeland terrier",0.016700,1,0.002283,0,0
"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,191,"Airedale, Airedale terrier",0.985537,189,"Lakeland terrier",0.014058,184,"Irish terrier",0.000201,1,-0.016927,0,0
"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,191,"Airedale, Airedale terrier",0.991052,189,"Lakeland terrier",0.006678,188,"wire-haired fox terrier",0.001160,1,-0.002349,0,0
"n02096051/n02096051_668.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.991122,191,"Airedale, Airedale terrier",0.994266,175,"otterhound, otter hound",0.003165,189,"Lakeland terrier",0.001919,1,-0.003145,0,0
"n02113186/n02113186_12291.JPEG",264,"Cardigan, Cardigan Welsh corgi",264,"Cardigan, Cardigan Welsh corgi",0.848451,264,"Cardigan, Cardigan Welsh corgi",0.740183,263,"Pembroke, Pembroke Welsh corgi",0.100173,274,"dhole, Cuon alpinus",0.036852,1,0.108268,0,0
"n02113186/n02113186_13231.JPEG",264,"Cardigan, Cardigan Welsh corgi",201,"silky terrier, Sydney silky",0.489978,201,"silky terrier, Sydney silky",0.576209,275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.211976,212,"English setter",0.060732,0,-0.086231,0,0
"n02113186/n02113186_50.JPEG",264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,263,"Pembroke, Pembroke Welsh corgi",0.506082,264,"Cardigan, Cardigan Welsh corgi",0.394137,158,"toy terrier",0.032353,0,0.010229,0,0
"n02113186/n02113186_5538.JPEG",264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,162,"beagle",0.326672,166,"Walker hound, Walker foxhound",0.154309,247,"Saint Bernard, St Bernard",0.120176,0,0.244438,0,0
"n02113186/n02113186_9772.JPEG",264,"Cardigan, Cardigan Welsh corgi",195,"Boston bull, Boston terrier",0.305252,195,"Boston bull, Boston terrier",0.496281,242,"boxer",0.142187,264,"Cardigan, Cardigan Welsh corgi",0.142187,0,-0.191029,0,0
"n02114855/n02114855_1044.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.933076,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.937730,331,"hare",0.022053,104,"wallaby, brush kangaroo",0.010417,1,-0.004655,0,0
"n02114855/n02114855_1047.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.861001,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.055042,271,"red wolf, maned wolf, Canis rufus, Canis niger",0.055042,1,-0.004616,0,0
