injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","WEIGHTS",5000,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,63,"Indian cobra, Naja naja",0.922127,54,"hognose snake, puff adder, sand viper",0.075693,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.000510,1,-0.076176,0x1d87cc3d,25676861,3,0
"MBU","WEIGHTS",5000,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,63,"Indian cobra, Naja naja",0.851588,57,"garter snake, grass snake",0.042398,60,"night snake, Hypsiglena torquata",0.042398,1,0.085127,0x1c0966f4,616180,1,0
"MBU","WEIGHTS",5000,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,63,"Indian cobra, Naja naja",0.999861,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.000096,67,"diamondback, diamondback rattlesnake, Crotalus adamanteus",0.000010,1,0.000113,0x1d0ac561,17483105,7,0
"MBU","WEIGHTS",5000,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,63,"Indian cobra, Naja naja",0.975961,60,"night snake, Hypsiglena torquata",0.013921,58,"water snake",0.008444,1,0.001468,0x1c95fadb,9829083,6,0
"MBU","WEIGHTS",5000,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,63,"Indian cobra, Naja naja",0.993916,54,"hognose snake, puff adder, sand viper",0.003163,65,"sea snake",0.000706,1,0.003485,0x1cba6a5d,12216925,4,0
"MBU","WEIGHTS",5000,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,184,"Irish terrier",0.480354,182,"Border terrier",0.226903,211,"vizsla, Hungarian pointer",0.176712,1,0.134415,0x1d7c4682,24921730,6,0
"MBU","WEIGHTS",5000,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,182,"Border terrier",0.994354,185,"Norfolk terrier",0.002465,192,"cairn, cairn terrier",0.001164,0,-0.010852,0x1d81b7ca,25278410,4,0
"MBU","WEIGHTS",5000,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,202,"soft-coated wheaten terrier",0.630707,200,"Tibetan terrier, chrysanthemum dog",0.140730,184,"Irish terrier",0.085357,0,-0.078488,0x1cf3ded0,15982288,1,0
"MBU","WEIGHTS",5000,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,184,"Irish terrier",0.943199,182,"Border terrier",0.022182,192,"cairn, cairn terrier",0.017275,1,0.020894,0x1c0a032f,656175,5,0
"MBU","WEIGHTS",5000,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,202,"soft-coated wheaten terrier",0.590127,184,"Irish terrier",0.169074,163,"bloodhound, sleuthhound",0.131675,0,-0.272624,0x1d6c3bf5,23870453,5,0
"MBU","WEIGHTS",5000,"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,201,"silky terrier, Sydney silky",0.335939,187,"Yorkshire terrier",0.335939,191,"Airedale, Airedale terrier",0.203757,0,0.506045,0x1d36f038,20377656,1,0
"MBU","WEIGHTS",5000,"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,191,"Airedale, Airedale terrier",0.805650,211,"vizsla, Hungarian pointer",0.084915,209,"Chesapeake Bay retriever",0.051504,1,0.108430,0x1d7bdfdf,24895455,1,0
"MBU","WEIGHTS",5000,"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,191,"Airedale, Airedale terrier",0.967951,189,"Lakeland terrier",0.029230,184,"Irish terrier",0.001455,1,0.000658,0x1c04ccf9,314617,5,0
"MBU","WEIGHTS",5000,"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,191,"Airedale, Airedale terrier",0.987622,189,"Lakeland terrier",0.008545,188,"wire-haired fox terrier",0.002448,1,0.001080,0x1c9bdb25,10214181,4,0
"MBU","WEIGHTS",5000,"n02096051/n02096051_668.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.991122,191,"Airedale, Airedale terrier",0.997591,189,"Lakeland terrier",0.001168,175,"otterhound, otter hound",0.001168,1,-0.006469,0x1d64ac88,23374984,3,0
"MBU","WEIGHTS",5000,"n02113186/n02113186_12291.JPEG",264,"Cardigan, Cardigan Welsh corgi",264,"Cardigan, Cardigan Welsh corgi",0.848451,253,"basenji",0.204449,264,"Cardigan, Cardigan Welsh corgi",0.204449,248,"Eskimo dog, husky",0.124004,0,0.644002,0x1c89bd39,9026873,1,0
"MBU","WEIGHTS",5000,"n02113186/n02113186_13231.JPEG",264,"Cardigan, Cardigan Welsh corgi",201,"silky terrier, Sydney silky",0.489978,201,"silky terrier, Sydney silky",0.308431,212,"English setter",0.240206,275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.240206,0,0.181547,0x1d7ab877,24819831,5,0
"MBU","WEIGHTS",5000,"n02113186/n02113186_50.JPEG",264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,263,"Pembroke, Pembroke Welsh corgi",0.572739,264,"Cardigan, Cardigan Welsh corgi",0.270543,158,"toy terrier",0.047013,0,-0.056428,0x1d5daebc,22916796,5,0
"MBU","WEIGHTS",5000,"n02113186/n02113186_5538.JPEG",264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,162,"beagle",0.494714,543,"dumbbell",0.181995,263,"Pembroke, Pembroke Welsh corgi",0.085968,0,0.076396,0x1c88c6af,8963759,4,0
"MBU","WEIGHTS",5000,"n02113186/n02113186_9772.JPEG",264,"Cardigan, Cardigan Welsh corgi",195,"Boston bull, Boston terrier",0.305252,264,"Cardigan, Cardigan Welsh corgi",0.288059,253,"basenji",0.288059,242,"boxer",0.136070,1,0.017193,0x1d4b846c,21726316,6,0
"MBU","WEIGHTS",5000,"n02114855/n02114855_1044.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.933076,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.705599,274,"dhole, Cuon alpinus",0.057919,331,"hare",0.057919,1,0.227477,0x1c088a9f,559775,6,0
"MBU","WEIGHTS",5000,"n02114855/n02114855_1047.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.762356,271,"red wolf, maned wolf, Canis rufus, Canis niger",0.170105,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.029560,1,0.094029,0x1d46f7e7,21428199,4,0
"MBU","WEIGHTS",5000,"n02114855/n02114855_18848.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.831597,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856865,293,"cheetah, chetah, Acinonyx jubatus",0.090313,274,"dhole, Cuon alpinus",0.025875,1,-0.025268,0x1d835187,25383303,5,0
"MBU","WEIGHTS",5000,"n02114855/n02114855_7204.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.926733,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.905950,287,"lynx, catamount",0.027357,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.016593,1,0.020783,0x1c790350,7930704,6,0
"MBU","WEIGHTS",5000,"n02114855/n02114855_7265.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.818428,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.841064,104,"wallaby, brush kangaroo",0.041874,269,"timber wolf, grey wolf, gray wolf, Canis lupus",0.032612,1,-0.022636,0x1d757bd3,24476627,6,0
"MBU","WEIGHTS",5000,"n02134418/n02134418_11090.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.945521,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.679009,358,"polecat, fitch, foulmart, foumart, Mustela putorius",0.091894,106,"wombat",0.055736,1,0.266512,0x1cfb4129,16466217,4,0
"MBU","WEIGHTS",5000,"n02134418/n02134418_2895.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.999508,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.998016,294,"brown bear, bruin, Ursus arctos",0.001500,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.000430,1,0.001493,0x1d4754fa,21452026,4,0
"MBU","WEIGHTS",5000,"n02134418/n02134418_3846.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.730507,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.499492,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.499492,294,"brown bear, bruin, Ursus arctos",0.000751,1,0.231015,0x1c25de30,2481712,6,0
"MBU","WEIGHTS",5000,"n02134418/n02134418_4725.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.907159,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.839334,367,"chimpanzee, chimp, Pan troglodytes",0.053657,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.053657,1,0.067825,0x1cc626ed,12986093,5,0
