injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","WEIGHTS",5,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,63,"Indian cobra, Naja naja",0.875593,54,"hognose snake, puff adder, sand viper",0.118499,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.002170,1,-0.029642,0x1c956757,9791319,1,0
"MBU","WEIGHTS",5,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,63,"Indian cobra, Naja naja",0.936715,57,"garter snake, grass snake",0.017157,64,"green mamba",0.013362,1,0.000000,0x1c62ed03,6483203,0,0
"MBU","WEIGHTS",5,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,63,"Indian cobra, Naja naja",0.999973,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.000017,64,"green mamba",0.000002,1,0.000001,0x1cadbd86,11386246,7,0
"MBU","WEIGHTS",5,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,63,"Indian cobra, Naja naja",0.977788,60,"night snake, Hypsiglena torquata",0.013947,58,"water snake",0.006588,1,-0.000359,0x1d81a141,25272641,7,0
"MBU","WEIGHTS",5,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,63,"Indian cobra, Naja naja",0.998119,65,"sea snake",0.000552,54,"hognose snake, puff adder, sand viper",0.000430,1,-0.000718,0x1cc047b4,12601268,0,0
"MBU","WEIGHTS",5,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,184,"Irish terrier",0.613588,211,"vizsla, Hungarian pointer",0.225727,182,"Border terrier",0.083040,1,0.001180,0x1d455c82,21322882,5,0
"MBU","WEIGHTS",5,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,182,"Border terrier",0.984251,184,"Irish terrier",0.008515,185,"Norfolk terrier",0.004022,0,-0.000749,0x1c3b0005,3866629,6,0
"MBU","WEIGHTS",5,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,202,"soft-coated wheaten terrier",0.619873,184,"Irish terrier",0.138312,226,"briard",0.107718,0,-0.067654,0x1cb07720,11564832,6,0
"MBU","WEIGHTS",5,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,184,"Irish terrier",0.957906,182,"Border terrier",0.022528,192,"cairn, cairn terrier",0.006454,1,0.006187,0x1c441590,4461968,4,0
"MBU","WEIGHTS",5,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,202,"soft-coated wheaten terrier",0.383355,184,"Irish terrier",0.181084,163,"bloodhound, sleuthhound",0.181084,0,-0.065853,0x1d0b9c86,17538182,7,0
"MBU","WEIGHTS",5,"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,191,"Airedale, Airedale terrier",0.844064,189,"Lakeland terrier",0.042023,187,"Yorkshire terrier",0.032728,1,-0.002080,0x1d733c73,24329331,0,0
"MBU","WEIGHTS",5,"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,191,"Airedale, Airedale terrier",0.895403,211,"vizsla, Hungarian pointer",0.044580,189,"Lakeland terrier",0.016400,1,0.018677,0x1c5a712a,5927210,4,0
"MBU","WEIGHTS",5,"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,191,"Airedale, Airedale terrier",0.968908,189,"Lakeland terrier",0.029258,184,"Irish terrier",0.000884,1,-0.000299,0x1c63adf9,6532601,0,0
"MBU","WEIGHTS",5,"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,191,"Airedale, Airedale terrier",0.985973,189,"Lakeland terrier",0.010953,188,"wire-haired fox terrier",0.001482,1,0.002730,0x1c698a8c,6916748,3,0
"MBU","WEIGHTS",5,"n02096051/n02096051_668.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.991122,191,"Airedale, Airedale terrier",0.991142,175,"otterhound, otter hound",0.006678,189,"Lakeland terrier",0.001490,1,-0.000021,0x1c91f5d8,9565656,3,0
"MBU","WEIGHTS",5,"n02113186/n02113186_12291.JPEG",264,"Cardigan, Cardigan Welsh corgi",264,"Cardigan, Cardigan Welsh corgi",0.848451,264,"Cardigan, Cardigan Welsh corgi",0.866754,263,"Pembroke, Pembroke Welsh corgi",0.043153,253,"basenji",0.026174,1,-0.018303,0x1c0cd43c,840764,3,0
"MBU","WEIGHTS",5,"n02113186/n02113186_13231.JPEG",264,"Cardigan, Cardigan Welsh corgi",201,"silky terrier, Sydney silky",0.489978,201,"silky terrier, Sydney silky",0.423410,275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.329752,212,"English setter",0.121309,0,0.066569,0x1c3274f1,3306737,5,0
"MBU","WEIGHTS",5,"n02113186/n02113186_50.JPEG",264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,263,"Pembroke, Pembroke Welsh corgi",0.502058,264,"Cardigan, Cardigan Welsh corgi",0.391003,151,"Chihuahua",0.041211,0,0.014253,0x1c610b01,6359809,3,0
"MBU","WEIGHTS",5,"n02113186/n02113186_5538.JPEG",264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,162,"beagle",0.550725,166,"Walker hound, Walker foxhound",0.122883,263,"Pembroke, Pembroke Welsh corgi",0.074532,0,0.020386,0x1ccea213,13541907,3,0
"MBU","WEIGHTS",5,"n02113186/n02113186_9772.JPEG",264,"Cardigan, Cardigan Welsh corgi",195,"Boston bull, Boston terrier",0.305252,195,"Boston bull, Boston terrier",0.283529,264,"Cardigan, Cardigan Welsh corgi",0.283529,242,"boxer",0.171969,0,0.021724,0x1c84de41,8707649,7,0
"MBU","WEIGHTS",5,"n02114855/n02114855_1044.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.933076,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.946812,331,"hare",0.013506,104,"wallaby, brush kangaroo",0.008192,1,-0.013736,0x1cde4da1,14568865,3,0
"MBU","WEIGHTS",5,"n02114855/n02114855_1047.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.054747,271,"red wolf, maned wolf, Canis rufus, Canis niger",0.054747,1,0.000000,0x1cf3b608,15971848,3,0
"MBU","WEIGHTS",5,"n02114855/n02114855_18848.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.831597,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.811380,293,"cheetah, chetah, Acinonyx jubatus",0.109808,274,"dhole, Cuon alpinus",0.051870,1,0.020217,0x1c68e4f1,6874353,7,0
"MBU","WEIGHTS",5,"n02114855/n02114855_7204.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.926733,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.932126,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.017072,277,"red fox, Vulpes vulpes",0.008064,1,-0.005393,0x1d45a939,21342521,7,0
"MBU","WEIGHTS",5,"n02114855/n02114855_7265.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.818428,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.823512,104,"wallaby, brush kangaroo",0.041000,269,"timber wolf, grey wolf, gray wolf, Canis lupus",0.041000,1,-0.005084,0x1d622995,23210389,7,0
