injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","WEIGHTS",200,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,63,"Indian cobra, Naja naja",0.846406,54,"hognose snake, puff adder, sand viper",0.147083,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.002098,1,-0.000454,0x1c955089,9785481,7,0
"MBU","WEIGHTS",200,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,63,"Indian cobra, Naja naja",0.943304,57,"garter snake, grass snake",0.017277,65,"sea snake",0.010479,1,-0.006589,0x1d6cf935,23918901,5,0
"MBU","WEIGHTS",200,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,63,"Indian cobra, Naja naja",0.999975,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.000017,64,"green mamba",0.000002,1,-0.000001,0x1cd01d4c,13638988,5,0
"MBU","WEIGHTS",200,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,63,"Indian cobra, Naja naja",0.971340,60,"night snake, Hypsiglena torquata",0.017791,58,"water snake",0.008404,1,0.006089,0x1d332ada,20130522,5,0
"MBU","WEIGHTS",200,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,63,"Indian cobra, Naja naja",0.996914,65,"sea snake",0.000909,54,"hognose snake, puff adder, sand viper",0.000708,1,0.000487,0x1d00462a,16795178,2,0
"MBU","WEIGHTS",200,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,184,"Irish terrier",0.631514,211,"vizsla, Hungarian pointer",0.232321,182,"Border terrier",0.066561,1,-0.016746,0x1ce4feed,15007469,5,0
"MBU","WEIGHTS",200,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,182,"Border terrier",0.974427,184,"Irish terrier",0.013899,185,"Norfolk terrier",0.006566,0,0.009075,0x1d803660,25179744,6,0
"MBU","WEIGHTS",200,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,202,"soft-coated wheaten terrier",0.674488,184,"Irish terrier",0.150499,226,"briard",0.091282,0,-0.122269,0x1c11576c,1136492,4,0
"MBU","WEIGHTS",200,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,184,"Irish terrier",0.956282,182,"Border terrier",0.022490,192,"cairn, cairn terrier",0.008273,1,0.007811,0x1cc9aab6,13216438,6,0
"MBU","WEIGHTS",200,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,202,"soft-coated wheaten terrier",0.332028,184,"Irish terrier",0.201385,163,"bloodhound, sleuthhound",0.156839,0,-0.014526,0x1c85dbf1,8772593,6,0
"MBU","WEIGHTS",200,"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,191,"Airedale, Airedale terrier",0.872193,189,"Lakeland terrier",0.043424,187,"Yorkshire terrier",0.020512,1,-0.030208,0x1d704735,24135477,4,0
"MBU","WEIGHTS",200,"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,191,"Airedale, Airedale terrier",0.892285,211,"vizsla, Hungarian pointer",0.044424,189,"Lakeland terrier",0.012728,1,0.021795,0x1c562bc8,5647304,3,0
"MBU","WEIGHTS",200,"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,191,"Airedale, Airedale terrier",0.975231,189,"Lakeland terrier",0.022935,184,"Irish terrier",0.000889,1,-0.006622,0x1c9e25fe,10364414,7,0
"MBU","WEIGHTS",200,"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,191,"Airedale, Airedale terrier",0.991106,189,"Lakeland terrier",0.006678,188,"wire-haired fox terrier",0.001160,1,-0.002403,0x1c9db905,10336517,0,0
"MBU","WEIGHTS",200,"n02096051/n02096051_668.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.991122,191,"Airedale, Airedale terrier",0.992115,175,"otterhound, otter hound",0.005206,189,"Lakeland terrier",0.001915,1,-0.000994,0x1cf86a61,16280161,6,0
"MBU","WEIGHTS",200,"n02113186/n02113186_12291.JPEG",264,"Cardigan, Cardigan Welsh corgi",264,"Cardigan, Cardigan Welsh corgi",0.848451,264,"Cardigan, Cardigan Welsh corgi",0.846711,263,"Pembroke, Pembroke Welsh corgi",0.042155,253,"basenji",0.032831,1,0.001740,0x1c3d87db,4032475,3,0
"MBU","WEIGHTS",200,"n02113186/n02113186_13231.JPEG",264,"Cardigan, Cardigan Welsh corgi",201,"silky terrier, Sydney silky",0.489978,275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.610553,201,"silky terrier, Sydney silky",0.136233,212,"English setter",0.064352,0,-0.120575,0x1c532fcc,5451724,4,0
"MBU","WEIGHTS",200,"n02113186/n02113186_50.JPEG",264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,263,"Pembroke, Pembroke Welsh corgi",0.517364,264,"Cardigan, Cardigan Welsh corgi",0.402924,151,"Chihuahua",0.025758,0,-0.001053,0x1c0372f9,226041,3,0
"MBU","WEIGHTS",200,"n02113186/n02113186_5538.JPEG",264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,162,"beagle",0.571873,166,"Walker hound, Walker foxhound",0.099377,263,"Pembroke, Pembroke Welsh corgi",0.077395,0,-0.000763,0x1c1fa7a0,2074528,1,0
"MBU","WEIGHTS",200,"n02113186/n02113186_9772.JPEG",264,"Cardigan, Cardigan Welsh corgi",195,"Boston bull, Boston terrier",0.305252,264,"Cardigan, Cardigan Welsh corgi",0.436725,195,"Boston bull, Boston terrier",0.206294,253,"basenji",0.125124,1,-0.131473,0x1c53f0b2,5501106,0,0
"MBU","WEIGHTS",200,"n02114855/n02114855_1044.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.933076,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.944281,331,"hare",0.017295,271,"red wolf, maned wolf, Canis rufus, Canis niger",0.006363,1,-0.011206,0x1c73a74d,7579469,2,0
"MBU","WEIGHTS",200,"n02114855/n02114855_1047.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.824130,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.067649,271,"red wolf, maned wolf, Canis rufus, Canis niger",0.067649,1,0.032254,0x1d3ce7d8,20768728,3,0
"MBU","WEIGHTS",200,"n02114855/n02114855_18848.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.831597,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.838640,293,"cheetah, chetah, Acinonyx jubatus",0.088392,274,"dhole, Cuon alpinus",0.053612,1,-0.007043,0x1d666f5d,23490397,6,0
"MBU","WEIGHTS",200,"n02114855/n02114855_7204.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.926733,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.918742,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.021607,274,"dhole, Cuon alpinus",0.007949,1,0.007991,0x1c1edebd,2023101,6,0
"MBU","WEIGHTS",200,"n02114855/n02114855_7265.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.818428,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.763755,104,"wallaby, brush kangaroo",0.062693,269,"timber wolf, grey wolf, gray wolf, Canis lupus",0.048825,1,0.054673,0x1c622093,6430867,6,0
"MBU","WEIGHTS",200,"n02134418/n02134418_11090.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.945521,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.961986,369,"siamang, Hylobates syndactylus, Symphalangus syndactylus",0.013722,377,"marmoset",0.005048,1,-0.016466,0x1c18106c,1577068,7,0
"MBU","WEIGHTS",200,"n02134418/n02134418_2895.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.999508,372,"baboon",0.362769,979,"valley, vale",0.080945,395,"gar, garfish, garpike, billfish, Lepisosteus osseus",0.038236,0,0.636740,0x1c3d82ec,4031212,0,0
"MBU","WEIGHTS",200,"n02134418/n02134418_3846.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.730507,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.678698,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.320594,294,"brown bear, bruin, Ursus arctos",0.000619,0,0.051809,0x1c6dd8ff,7198975,5,0
"MBU","WEIGHTS",200,"n02134418/n02134418_4725.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.907159,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.873463,367,"chimpanzee, chimp, Pan troglodytes",0.071698,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.026376,1,0.033696,0x1d7aaf7a,24817530,0,0
"MBU","WEIGHTS",200,"n02134418/n02134418_5777.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.608753,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.535658,367,"chimpanzee, chimp, Pan troglodytes",0.197058,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.093083,1,0.073095,0x1c300473,3146867,2,0
"MBU","WEIGHTS",200,"n02264363/n02264363_13680.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.562020,318,"lacewing, lacewing fly",0.585313,311,"grasshopper, hopper",0.130601,971,"bubble",0.101712,1,-0.023293,0x1d613883,23148675,4,0
"MBU","WEIGHTS",200,"n02264363/n02264363_3092.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.984973,318,"lacewing, lacewing fly",0.992539,317,"leafhopper",0.003159,307,"weevil",0.001162,1,-0.007566,0x1cdcc0a7,14467239,5,0
"MBU","WEIGHTS",200,"n02264363/n02264363_4632.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.974743,318,"lacewing, lacewing fly",0.974383,319,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",0.017846,320,"damselfly",0.006565,1,0.000360,0x1c680c97,6818967,2,0
"MBU","WEIGHTS",200,"n02264363/n02264363_5318.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999994,318,"lacewing, lacewing fly",0.999993,317,"leafhopper",0.000005,316,"cicada, cicala",0.000001,1,0.000001,0x1cd66c5f,14052447,7,0
"MBU","WEIGHTS",200,"n02264363/n02264363_9846.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999998,318,"lacewing, lacewing fly",0.999997,311,"grasshopper, hopper",0.000001,312,"cricket",0.000001,1,0.000001,0x1c80238d,8397709,5,0
"MBU","WEIGHTS",200,"n02699494/n02699494_12579.JPEG",406,"altar",406,"altar",0.955258,406,"altar",0.955346,884,"vault",0.017498,857,"throne",0.008265,1,-0.000087,0x1c428e14,4361748,1,0
"MBU","WEIGHTS",200,"n02699494/n02699494_18171.JPEG",406,"altar",406,"altar",0.998605,406,"altar",0.998786,857,"throne",0.000552,887,"vestment",0.000430,1,-0.000181,0x1c382ff7,3682295,3,0
"MBU","WEIGHTS",200,"n02699494/n02699494_2349.JPEG",406,"altar",406,"altar",0.957186,406,"altar",0.964103,884,"vault",0.029113,497,"church, church building",0.003940,1,-0.006917,0x1ce67df9,15105529,7,0
"MBU","WEIGHTS",200,"n02699494/n02699494_4661.JPEG",406,"altar",406,"altar",0.998281,406,"altar",0.998475,497,"church, church building",0.000910,857,"throne",0.000158,1,-0.000195,0x1c2cbaeb,2931435,7,0
"MBU","WEIGHTS",200,"n02699494/n02699494_4682.JPEG",406,"altar",406,"altar",0.910919,406,"altar",0.884142,884,"vault",0.072575,497,"church, church building",0.026699,1,0.026777,0x1d496ee4,21589732,7,0
"MBU","WEIGHTS",200,"n02704792/n02704792_13304.JPEG",408,"amphibian, amphibious vehicle",408,"amphibian, amphibious vehicle",0.998796,408,"amphibian, amphibious vehicle",0.998715,694,"paddlewheel, paddle wheel",0.000261,484,"catamaran",0.000261,1,0.000081,0x1c843462,8664162,7,0
