injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","WEIGHTS",20000,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,63,"Indian cobra, Naja naja",0.634981,67,"diamondback, diamondback rattlesnake, Crotalus adamanteus",0.052122,319,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",0.052122,1,0.210970,0x1c1ce613,1893907,0,0
"MBU","WEIGHTS",20000,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,63,"Indian cobra, Naja naja",0.654290,60,"night snake, Hypsiglena torquata",0.309065,64,"green mamba",0.009333,1,0.282425,0x1c54e443,5563459,4,0
"MBU","WEIGHTS",20000,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,63,"Indian cobra, Naja naja",0.995234,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.000908,68,"sidewinder, horned rattlesnake, Crotalus cerastes",0.000908,1,0.004740,0x1d3c8787,20744071,4,0
"MBU","WEIGHTS",20000,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,63,"Indian cobra, Naja naja",0.535225,599,"honeycomb",0.153345,385,"Indian elephant, Elephas maximus",0.034216,1,0.442203,0x1c4b992d,4954413,4,0
"MBU","WEIGHTS",20000,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,63,"Indian cobra, Naja naja",0.809294,56,"king snake, kingsnake",0.031380,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.031380,1,0.188108,0x1c9bb3a9,10204073,3,0
"MBU","WEIGHTS",20000,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,184,"Irish terrier",0.727134,211,"vizsla, Hungarian pointer",0.126357,182,"Border terrier",0.036202,1,-0.112365,0x1cb4365a,11810394,6,0
"MBU","WEIGHTS",20000,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,201,"silky terrier, Sydney silky",0.469366,259,"Pomeranian",0.172670,182,"Border terrier",0.134476,0,0.514136,0x1c503d20,5258528,4,0
"MBU","WEIGHTS",20000,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,202,"soft-coated wheaten terrier",0.443665,184,"Irish terrier",0.209573,200,"Tibetan terrier, chrysanthemum dog",0.127112,0,0.108554,0x1c30eba1,3206049,6,0
"MBU","WEIGHTS",20000,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,406,"altar",0.545487,865,"toyshop",0.257670,496,"Christmas stocking",0.034872,0,0.418606,0x1c6e66bd,7235261,5,0
"MBU","WEIGHTS",20000,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,202,"soft-coated wheaten terrier",0.387912,163,"bloodhound, sleuthhound",0.142705,246,"Great Dane",0.142705,0,-0.070410,0x1d61f894,23197844,7,0
