injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","WEIGHTS",1000,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,63,"Indian cobra, Naja naja",0.875286,54,"hognose snake, puff adder, sand viper",0.118457,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.002170,1,-0.029334,0x1d330439,20120633,0,0
"MBU","WEIGHTS",1000,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,63,"Indian cobra, Naja naja",0.917794,57,"garter snake, grass snake",0.027715,60,"night snake, Hypsiglena torquata",0.016810,1,0.018921,0x1d5c3975,22821237,3,0
"MBU","WEIGHTS",1000,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,63,"Indian cobra, Naja naja",0.999973,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.000017,68,"sidewinder, horned rattlesnake, Crotalus cerastes",0.000002,1,0.000001,0x1c53304f,5451855,3,0
"MBU","WEIGHTS",1000,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,63,"Indian cobra, Naja naja",0.971658,60,"night snake, Hypsiglena torquata",0.017797,58,"water snake",0.008406,1,0.005771,0x1cafc8cd,11520205,0,0
"MBU","WEIGHTS",1000,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,63,"Indian cobra, Naja naja",0.997567,65,"sea snake",0.000708,54,"hognose snake, puff adder, sand viper",0.000552,1,-0.000166,0x1d7b041a,24839194,0,0
"MBU","WEIGHTS",1000,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,184,"Irish terrier",0.660971,211,"vizsla, Hungarian pointer",0.189371,182,"Border terrier",0.069666,1,-0.046202,0x1d54565f,22304351,3,0
"MBU","WEIGHTS",1000,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,182,"Border terrier",0.966475,184,"Irish terrier",0.010737,185,"Norfolk terrier",0.010737,0,0.017027,0x1c87eff4,8908788,6,0
"MBU","WEIGHTS",1000,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,202,"soft-coated wheaten terrier",0.636049,184,"Irish terrier",0.141922,226,"briard",0.110529,0,-0.083830,0x1c927d0a,9600266,4,0
"MBU","WEIGHTS",1000,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,184,"Irish terrier",0.951809,182,"Border terrier",0.028742,192,"cairn, cairn terrier",0.008235,1,0.012284,0x1c36acf5,3583221,4,0
"MBU","WEIGHTS",1000,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,202,"soft-coated wheaten terrier",0.324626,163,"bloodhound, sleuthhound",0.196896,184,"Irish terrier",0.153343,0,-0.007124,0x1ceee5f9,15656441,3,0
