image_name,piece_name,piece_idx,conceptual_start,conceptual_end,weight_phys,bytes_in_piece,bits_in_piece
n01748264/n01748264_12351.JPEG,piece_08_layer3_0,8,1444928,2957376,0x1ba00000,8192,33124
n01748264/n01748264_12842.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32813
n01748264/n01748264_15432.JPEG,piece_10_layer3_2,10,4074560,5191744,0x1b900000,8192,32759
n01748264/n01748264_19883.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32770
n01748264/n01748264_2196.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32923
n02093991/n02093991_2155.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,33082
n02093991/n02093991_75.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32962
n02093991/n02093991_7823.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32781
n02093991/n02093991_7935.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,33127
n02093991/n02093991_8145.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32585
n02096051/n02096051_2751.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32852
n02096051/n02096051_2946.JPEG,piece_10_layer3_2,10,4074560,5191744,0x1b900000,8192,32735
n02096051/n02096051_495.JPEG,piece_08_layer3_0,8,1444928,2957376,0x1ba00000,8192,32913
n02096051/n02096051_5436.JPEG,piece_13_layer3_5,13,7426112,8543296,0x1b900000,8192,32937
n02096051/n02096051_668.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,32695
n02113186/n02113186_12291.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32801
n02113186/n02113186_13231.JPEG,piece_08_layer3_0,8,1444928,2957376,0x1ba00000,8192,33020
n02113186/n02113186_50.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,32993
n02113186/n02113186_5538.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,33011
n02113186/n02113186_9772.JPEG,piece_09_layer3_1,9,2957376,4074560,0x1ba00000,8192,33000
n02114855/n02114855_1044.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32735
n02114855/n02114855_1047.JPEG,piece_08_layer3_0,8,1444928,2957376,0x1ba00000,8192,33014
n02114855/n02114855_18848.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32941
n02114855/n02114855_7204.JPEG,piece_16_layer4_2,16,19045440,23508032,0x1c100000,8192,32913
n02114855/n02114855_7265.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32950
n02134418/n02134418_11090.JPEG,piece_17_head,17,23508032,25557032,0x1c100000,8192,32744
n02134418/n02134418_2895.JPEG,piece_14_layer4_0,14,8543296,14582848,0x1c100000,8192,32854
n02134418/n02134418_3846.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32785
n02134418/n02134418_4725.JPEG,piece_08_layer3_0,8,1444928,2957376,0x1ba00000,8192,32907
n02134418/n02134418_5777.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32794
n02264363/n02264363_13680.JPEG,piece_15_layer4_1,15,14582848,19045440,0x1c100000,8192,32844
