injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","INPUT_TENSOR",10000,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,63,"Indian cobra, Naja naja",0.740982,309,"bee",0.047369,61,"boa constrictor, Constrictor constrictor",0.028731,1,0.104970,0x0,56205,6,0
"MBU","INPUT_TENSOR",10000,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,63,"Indian cobra, Naja naja",0.760907,65,"sea snake",0.132226,390,"eel",0.037883,1,0.175808,0x0,48205,2,0
"MBU","INPUT_TENSOR",10000,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,9,"ostrich, Struthio camelus",0.526439,63,"Indian cobra, Naja naja",0.319302,390,"eel",0.071246,0,0.473535,0x0,16276,6,0
"MBU","INPUT_TENSOR",10000,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,69,"trilobite",0.398764,125,"hermit crab",0.310558,316,"cicada, cicala",0.069295,0,0.578664,0x0,76809,3,0
"MBU","INPUT_TENSOR",10000,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,419,"Band Aid",0.324616,600,"hook, claw",0.252811,611,"jigsaw puzzle",0.072432,0,0.672785,0x0,133712,5,0
"MBU","INPUT_TENSOR",10000,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,182,"Border terrier",0.230086,191,"Airedale, Airedale terrier",0.179191,211,"vizsla, Hungarian pointer",0.139554,0,0.384683,0x0,148013,3,0
"MBU","INPUT_TENSOR",10000,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,182,"Border terrier",0.785250,189,"Lakeland terrier",0.136456,185,"Norfolk terrier",0.039095,0,0.198252,0x0,149803,2,0
"MBU","INPUT_TENSOR",10000,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,184,"Irish terrier",0.422782,163,"bloodhound, sleuthhound",0.155533,209,"Chesapeake Bay retriever",0.094335,1,0.129437,0x0,26708,4,0
"MBU","INPUT_TENSOR",10000,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,819,"stage",0.471840,854,"theater curtain, theatre curtain",0.063857,818,"spotlight, spot",0.038731,0,0.492253,0x0,138531,3,0
"MBU","INPUT_TENSOR",10000,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,163,"bloodhound, sleuthhound",0.442315,246,"Great Dane",0.208935,243,"bull mastiff",0.126725,0,-0.124813,0x0,20909,0,0
"MBU","INPUT_TENSOR",10000,"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,191,"Airedale, Airedale terrier",0.865119,189,"Lakeland terrier",0.091183,193,"Australian terrier",0.015845,1,-0.023134,0x0,97605,7,0
"MBU","INPUT_TENSOR",10000,"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,191,"Airedale, Airedale terrier",0.656113,189,"Lakeland terrier",0.309926,188,"wire-haired fox terrier",0.009359,1,0.257967,0x0,18695,7,0
"MBU","INPUT_TENSOR",10000,"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,191,"Airedale, Airedale terrier",0.951324,189,"Lakeland terrier",0.047364,188,"wire-haired fox terrier",0.001114,1,0.017285,0x0,133035,1,0
"MBU","INPUT_TENSOR",10000,"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,677,"nail",0.183396,110,"flatworm, platyhelminth",0.142829,114,"slug",0.111235,0,0.805307,0x0,87735,4,0
"MBU","INPUT_TENSOR",10000,"n02096051/n02096051_668.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.991122,193,"Australian terrier",0.283223,189,"Lakeland terrier",0.283223,191,"Airedale, Airedale terrier",0.220574,0,0.707899,0x0,103371,1,0
"MBU","INPUT_TENSOR",10000,"n02113186/n02113186_12291.JPEG",264,"Cardigan, Cardigan Welsh corgi",264,"Cardigan, Cardigan Welsh corgi",0.848451,264,"Cardigan, Cardigan Welsh corgi",0.673054,286,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.033509,232,"Border collie",0.033509,1,0.175397,0x0,133523,4,0
"MBU","INPUT_TENSOR",10000,"n02113186/n02113186_13231.JPEG",264,"Cardigan, Cardigan Welsh corgi",201,"silky terrier, Sydney silky",0.489978,212,"English setter",0.390503,188,"wire-haired fox terrier",0.304124,203,"West Highland white terrier",0.143658,0,0.099475,0x0,266,5,0
"MBU","INPUT_TENSOR",10000,"n02113186/n02113186_50.JPEG",264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,264,"Cardigan, Cardigan Welsh corgi",0.350491,250,"Siberian husky",0.350491,263,"Pembroke, Pembroke Welsh corgi",0.165560,1,0.165821,0x0,141676,4,0
"MBU","INPUT_TENSOR",10000,"n02113186/n02113186_5538.JPEG",264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,247,"Saint Bernard, St Bernard",0.288285,162,"beagle",0.174854,264,"Cardigan, Cardigan Welsh corgi",0.064325,0,0.282825,0x0,97733,5,0
"MBU","INPUT_TENSOR",10000,"n02113186/n02113186_9772.JPEG",264,"Cardigan, Cardigan Welsh corgi",195,"Boston bull, Boston terrier",0.305252,195,"Boston bull, Boston terrier",0.442124,264,"Cardigan, Cardigan Welsh corgi",0.208844,231,"collie",0.098651,0,-0.136871,0x0,115570,0,0
"MBU","INPUT_TENSOR",10000,"n02114855/n02114855_1044.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.933076,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.712900,104,"wallaby, brush kangaroo",0.096481,275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.035493,1,0.220176,0x0,59651,3,0
"MBU","INPUT_TENSOR",10000,"n02114855/n02114855_1047.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,125,"hermit crab",0.244367,115,"sea slug, nudibranch",0.190313,329,"sea cucumber, holothurian",0.148216,0,0.612018,0x0,131542,5,0
"MBU","INPUT_TENSOR",10000,"n02114855/n02114855_18848.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.831597,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.822458,134,"crane",0.024836,349,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",0.024836,1,0.009138,0x0,73766,6,0
"MBU","INPUT_TENSOR",10000,"n02114855/n02114855_7204.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.926733,935,"mashed potato",0.128704,270,"white wolf, Arctic wolf, Canis lupus tundrarum",0.100235,750,"quilt, comforter, comfort, puff",0.078063,0,0.798029,0x0,130512,0,0
"MBU","INPUT_TENSOR",10000,"n02114855/n02114855_7265.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.818428,912,"worm fence, snake fence, snake-rail fence, Virginia fence",0.229900,825,"stone wall",0.179047,979,"valley, vale",0.139442,0,0.588527,0x0,134101,1,0
