injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","INPUT_TENSOR",200,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,63,"Indian cobra, Naja naja",0.803710,54,"hognose snake, puff adder, sand viper",0.179332,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.006953,1,0.042241,0x0,60348,3,0
"MBU","INPUT_TENSOR",200,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,63,"Indian cobra, Naja naja",0.936034,57,"garter snake, grass snake",0.022013,60,"night snake, Hypsiglena torquata",0.013352,1,0.000681,0x0,130281,2,0
"MBU","INPUT_TENSOR",200,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,63,"Indian cobra, Naja naja",0.999858,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.000075,67,"diamondback, diamondback rattlesnake, Crotalus adamanteus",0.000013,1,0.000116,0x0,121489,6,0
"MBU","INPUT_TENSOR",200,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,63,"Indian cobra, Naja naja",0.946670,60,"night snake, Hypsiglena torquata",0.028587,58,"water snake",0.022264,1,0.030759,0x0,106679,7,0
"MBU","INPUT_TENSOR",200,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,63,"Indian cobra, Naja naja",0.993386,65,"sea snake",0.002462,54,"hognose snake, puff adder, sand viper",0.000906,1,0.004015,0x0,110304,6,0
"MBU","INPUT_TENSOR",200,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,184,"Irish terrier",0.684973,211,"vizsla, Hungarian pointer",0.196248,182,"Border terrier",0.056226,1,-0.070204,0x0,402,1,0
"MBU","INPUT_TENSOR",200,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,182,"Border terrier",0.984430,185,"Norfolk terrier",0.006633,184,"Irish terrier",0.004023,0,-0.000928,0x0,10675,3,0
"MBU","INPUT_TENSOR",200,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,202,"soft-coated wheaten terrier",0.616627,184,"Irish terrier",0.226844,226,"briard",0.083451,0,-0.064408,0x0,111129,2,0
"MBU","INPUT_TENSOR",200,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,184,"Irish terrier",0.890565,182,"Border terrier",0.034531,192,"cairn, cairn terrier",0.026893,1,0.073528,0x0,128752,1,0
"MBU","INPUT_TENSOR",200,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,202,"soft-coated wheaten terrier",0.250643,243,"bull mastiff",0.250643,163,"bloodhound, sleuthhound",0.152023,0,0.066859,0x0,61764,1,0
"MBU","INPUT_TENSOR",200,"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,191,"Airedale, Airedale terrier",0.765966,189,"Lakeland terrier",0.062874,201,"silky terrier, Sydney silky",0.048967,1,0.076019,0x0,43521,4,0
"MBU","INPUT_TENSOR",200,"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,191,"Airedale, Airedale terrier",0.832380,211,"vizsla, Hungarian pointer",0.068326,189,"Lakeland terrier",0.019576,1,0.081700,0x0,103379,6,0
"MBU","INPUT_TENSOR",200,"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,191,"Airedale, Airedale terrier",0.988503,189,"Lakeland terrier",0.010981,188,"wire-haired fox terrier",0.000332,1,-0.019894,0x0,42306,3,0
"MBU","INPUT_TENSOR",200,"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,191,"Airedale, Airedale terrier",0.993008,189,"Lakeland terrier",0.005211,188,"wire-haired fox terrier",0.000705,1,-0.004305,0x0,88221,1,0
"MBU","INPUT_TENSOR",200,"n02096051/n02096051_668.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.991122,191,"Airedale, Airedale terrier",0.990816,175,"otterhound, otter hound",0.006676,189,"Lakeland terrier",0.001913,1,0.000306,0x0,8660,1,0
"MBU","INPUT_TENSOR",200,"n02113186/n02113186_12291.JPEG",264,"Cardigan, Cardigan Welsh corgi",264,"Cardigan, Cardigan Welsh corgi",0.848451,264,"Cardigan, Cardigan Welsh corgi",0.887770,263,"Pembroke, Pembroke Welsh corgi",0.056753,253,"basenji",0.012663,1,-0.039319,0x0,91544,1,0
"MBU","INPUT_TENSOR",200,"n02113186/n02113186_13231.JPEG",264,"Cardigan, Cardigan Welsh corgi",201,"silky terrier, Sydney silky",0.489978,201,"silky terrier, Sydney silky",0.555024,275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.204182,264,"Cardigan, Cardigan Welsh corgi",0.075114,0,-0.065045,0x0,92143,3,0
"MBU","INPUT_TENSOR",200,"n02113186/n02113186_50.JPEG",264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,264,"Cardigan, Cardigan Welsh corgi",0.578911,263,"Pembroke, Pembroke Welsh corgi",0.351127,158,"toy terrier",0.022447,1,-0.062600,0x0,91707,6,0
"MBU","INPUT_TENSOR",200,"n02113186/n02113186_5538.JPEG",264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,162,"beagle",0.565018,166,"Walker hound, Walker foxhound",0.161880,164,"bluetick",0.036120,0,0.006092,0x0,82820,0,0
"MBU","INPUT_TENSOR",200,"n02113186/n02113186_9772.JPEG",264,"Cardigan, Cardigan Welsh corgi",195,"Boston bull, Boston terrier",0.305252,242,"boxer",0.423552,195,"Boston bull, Boston terrier",0.329862,264,"Cardigan, Cardigan Welsh corgi",0.057321,0,-0.118299,0x0,65319,0,0
"MBU","INPUT_TENSOR",200,"n02114855/n02114855_1044.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.933076,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.942806,331,"hare",0.013448,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.010474,1,-0.009731,0x0,58473,5,0
"MBU","INPUT_TENSOR",200,"n02114855/n02114855_1047.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.825403,271,"red wolf, maned wolf, Canis rufus, Canis niger",0.067753,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.067753,1,0.030981,0x0,98469,1,0
"MBU","INPUT_TENSOR",200,"n02114855/n02114855_18848.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.831597,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.803976,274,"dhole, Cuon alpinus",0.084738,293,"cheetah, chetah, Acinonyx jubatus",0.084738,1,0.027621,0x0,11255,5,0
"MBU","INPUT_TENSOR",200,"n02114855/n02114855_7204.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.926733,394,"sturgeon",0.524010,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.317828,397,"puffer, pufferfish, blowfish, globefish",0.070917,0,0.402723,0x0,110955,5,0
"MBU","INPUT_TENSOR",200,"n02114855/n02114855_7265.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.818428,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.691327,104,"wallaby, brush kangaroo",0.120135,287,"lynx, catamount",0.044195,1,0.127101,0x0,137303,5,0
"MBU","INPUT_TENSOR",200,"n02134418/n02134418_11090.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.945521,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.948067,106,"wombat",0.022296,361,"skunk, polecat, wood pussy",0.003875,1,-0.002546,0x0,29200,5,0
"MBU","INPUT_TENSOR",200,"n02134418/n02134418_2895.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.999508,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.999510,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.000431,294,"brown bear, bruin, Ursus arctos",0.000058,1,-0.000001,0x0,104186,1,0
"MBU","INPUT_TENSOR",200,"n02134418/n02134418_3846.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.730507,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.880174,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.119119,294,"brown bear, bruin, Ursus arctos",0.000625,0,-0.149667,0x0,84326,1,0
"MBU","INPUT_TENSOR",200,"n02134418/n02134418_4725.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.907159,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.838086,345,"ox",0.088334,367,"chimpanzee, chimp, Pan troglodytes",0.032496,1,0.069074,0x0,54332,7,0
"MBU","INPUT_TENSOR",200,"n02134418/n02134418_5777.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.608753,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.483226,367,"chimpanzee, chimp, Pan troglodytes",0.228260,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.138447,1,0.125527,0x0,3829,2,0
"MBU","INPUT_TENSOR",200,"n02264363/n02264363_13680.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.562020,971,"bubble",0.489910,318,"lacewing, lacewing fly",0.231417,317,"leafhopper",0.066302,0,0.072111,0x0,31878,7,0
"MBU","INPUT_TENSOR",200,"n02264363/n02264363_3092.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.984973,318,"lacewing, lacewing fly",0.990261,317,"leafhopper",0.004047,307,"weevil",0.001912,1,-0.005288,0x0,139125,3,0
"MBU","INPUT_TENSOR",200,"n02264363/n02264363_4632.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.974743,318,"lacewing, lacewing fly",0.961517,319,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",0.017611,320,"damselfly",0.010681,1,0.013226,0x0,32658,6,0
"MBU","INPUT_TENSOR",200,"n02264363/n02264363_5318.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999994,318,"lacewing, lacewing fly",0.999986,317,"leafhopper",0.000013,312,"cricket",0.000000,1,0.000008,0x0,30750,0,0
"MBU","INPUT_TENSOR",200,"n02264363/n02264363_9846.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999998,318,"lacewing, lacewing fly",0.999992,317,"leafhopper",0.000002,320,"damselfly",0.000002,1,0.000006,0x0,38977,2,0
"MBU","INPUT_TENSOR",200,"n02699494/n02699494_12579.JPEG",406,"altar",406,"altar",0.955258,406,"altar",0.965859,884,"vault",0.013777,857,"throne",0.005068,1,-0.010601,0x0,81880,7,0
