injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","BUFFERS",15,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,239,"Bernese mountain dog",0.622458,845,"syringe",0.377540,63,"Indian cobra, Naja naja",0.000002,0,0.223494,0x5aeb114,276,5,0
"MBU","BUFFERS",15,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,711,"perfume, essence",0.999952,63,"Indian cobra, Naja naja",0.000045,57,"garter snake, grass snake",0.000001,0,-0.063237,0x5aeb0c0,192,4,0
"MBU","BUFFERS",15,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,63,"Indian cobra, Naja naja",0.562141,61,"boa constrictor, Constrictor constrictor",0.437796,98,"red-breasted merganser, Mergus serrator",0.000033,1,0.437833,0x5aeb0b5,181,5,0
"MBU","BUFFERS",15,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,63,"Indian cobra, Naja naja",0.975588,60,"night snake, Hypsiglena torquata",0.013916,58,"water snake",0.006573,1,0.001841,0x5aeb356,854,0,0
"MBU","BUFFERS",15,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,344,"hippopotamus, hippo, river horse, Hippopotamus amphibius",0.851920,627,"limousine, limo",0.148041,63,"Indian cobra, Naja naja",0.000039,0,0.145482,0x5aeb36e,878,0,0
"MBU","BUFFERS",15,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,318,"lacewing, lacewing fly",0.999999,184,"Irish terrier",0.000000,211,"vizsla, Hungarian pointer",0.000000,0,-0.385231,0x5aeb2bd,701,5,0
"MBU","BUFFERS",15,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,818,"spotlight, spot",0.730647,390,"eel",0.209334,450,"bobsled, bobsleigh, bob",0.059975,0,0.252855,0x5aeb350,848,1,0
"MBU","BUFFERS",15,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,671,"mountain bike, all-terrain bike, off-roader",0.285977,736,"pool table, billiard table, snooker table",0.285977,202,"soft-coated wheaten terrier",0.222719,0,0.266242,0x5aeb283,643,4,0
"MBU","BUFFERS",15,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,468,"cab, hack, taxi, taxicab",0.999999,184,"Irish terrier",0.000001,182,"Border terrier",0.000000,0,-0.035906,0x5aeb3e4,996,5,0
"MBU","BUFFERS",15,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,582,"grocery store, grocery, food market, market",0.999664,286,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.000335,202,"soft-coated wheaten terrier",0.000000,0,-0.682162,0x5aeb266,614,0,0
"MBU","BUFFERS",15,"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,662,"modem",0.880762,265,"toy poodle",0.119198,181,"Bedlington terrier",0.000024,0,-0.038777,0x5aeb114,276,0,0
"MBU","BUFFERS",15,"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,769,"rule, ruler",0.999999,63,"Indian cobra, Naja naja",0.000001,191,"Airedale, Airedale terrier",0.000000,0,-0.085919,0x5aeb33a,826,6,0
"MBU","BUFFERS",15,"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,191,"Airedale, Airedale terrier",0.758200,605,"iPod",0.217228,189,"Lakeland terrier",0.022896,1,0.210409,0x5aeb191,401,7,0
"MBU","BUFFERS",15,"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,465,"bulletproof vest",0.495894,897,"washer, automatic washer, washing machine",0.386202,877,"turnstile",0.086173,0,0.492809,0x5aeb339,825,0,0
"MBU","BUFFERS",15,"n02096051/n02096051_668.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.991122,708,"pedestal, plinth, footstall",0.506468,657,"missile",0.307188,303,"long-horned beetle, longicorn, longicorn beetle",0.186319,0,0.484654,0x5aeb13f,319,2,0
"MBU","BUFFERS",15,"n02113186/n02113186_12291.JPEG",264,"Cardigan, Cardigan Welsh corgi",264,"Cardigan, Cardigan Welsh corgi",0.848451,264,"Cardigan, Cardigan Welsh corgi",0.691592,170,"Irish wolfhound",0.198144,263,"Pembroke, Pembroke Welsh corgi",0.044212,1,0.156859,0x5aeb384,900,3,0
"MBU","BUFFERS",15,"n02113186/n02113186_13231.JPEG",264,"Cardigan, Cardigan Welsh corgi",201,"silky terrier, Sydney silky",0.489978,732,"Polaroid camera, Polaroid Land camera",0.998655,275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.000552,201,"silky terrier, Sydney silky",0.000552,0,-0.508677,0x5aeb02e,46,5,0
"MBU","BUFFERS",15,"n02113186/n02113186_50.JPEG",264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,838,"sunscreen, sunblock, sun blocker",1.000000,263,"Pembroke, Pembroke Welsh corgi",0.000000,264,"Cardigan, Cardigan Welsh corgi",0.000000,0,-0.483689,0x5aeb3e2,994,3,0
"MBU","BUFFERS",15,"n02113186/n02113186_5538.JPEG",264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,371,"patas, hussar monkey, Erythrocebus patas",0.999999,281,"tabby, tabby cat",0.000001,162,"beagle",0.000000,0,-0.428889,0x5aeb119,281,6,0
"MBU","BUFFERS",15,"n02113186/n02113186_9772.JPEG",264,"Cardigan, Cardigan Welsh corgi",195,"Boston bull, Boston terrier",0.305252,498,"cinema, movie theater, movie theatre, movie house, picture palace",0.731058,129,"spoonbill",0.268941,622,"lens cap, lens cover",0.000001,0,-0.425806,0x5aeb040,64,0,0
"MBU","BUFFERS",15,"n02114855/n02114855_1044.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.933076,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.932271,331,"hare",0.017075,104,"wallaby, brush kangaroo",0.010357,1,0.000805,0x5aeb1c1,449,0,0
"MBU","BUFFERS",15,"n02114855/n02114855_1047.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856381,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.054747,271,"red wolf, maned wolf, Canis rufus, Canis niger",0.054747,1,0.000003,0x5aeb3df,991,7,0
"MBU","BUFFERS",15,"n02114855/n02114855_18848.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.831597,441,"beer glass",0.999999,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.000001,293,"cheetah, chetah, Acinonyx jubatus",0.000000,0,-0.168403,0x5aeb379,889,0,0
"MBU","BUFFERS",15,"n02114855/n02114855_7204.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.926733,712,"Petri dish",0.777299,496,"Christmas stocking",0.222700,223,"schipperke",0.000001,0,0.149434,0x5aeb0ef,239,6,0
"MBU","BUFFERS",15,"n02114855/n02114855_7265.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.818428,684,"ocarina, sweet potato",0.817574,651,"microwave, microwave oven",0.182425,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.000001,0,0.000854,0x5aeb295,661,1,0
"MBU","BUFFERS",15,"n02134418/n02134418_11090.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.945521,245,"French bulldog",0.851953,649,"megalith, megalithic structure",0.148047,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.000000,0,0.093568,0x5aeb1aa,426,4,0
"MBU","BUFFERS",15,"n02134418/n02134418_2895.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.999508,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.999508,295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.000431,294,"brown bear, bruin, Ursus arctos",0.000058,1,0.000000,0x5aeb212,530,4,0
