injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","BUFFERS",10,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,63,"Indian cobra, Naja naja",0.843680,54,"hognose snake, puff adder, sand viper",0.146610,47,"African chameleon, Chamaeleo chamaeleon",0.002685,1,0.002272,0x5aeb05d,93,0,0
"MBU","BUFFERS",10,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,19,"chickadee",0.999920,63,"Indian cobra, Naja naja",0.000075,57,"garter snake, grass snake",0.000001,0,-0.063205,0x5aeb196,406,2,0
"MBU","BUFFERS",10,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,63,"Indian cobra, Naja naja",0.999974,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.000017,64,"green mamba",0.000002,1,0.000000,0x5aeb217,535,6,0
"MBU","BUFFERS",10,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,63,"Indian cobra, Naja naja",0.977427,60,"night snake, Hypsiglena torquata",0.013942,58,"water snake",0.006586,1,0.000001,0x5aeb235,565,5,0
"MBU","BUFFERS",10,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,470,"candle, taper, wax light",0.405276,535,"disk brake, disc brake",0.315630,858,"tile roof",0.245813,0,0.592125,0x5aeb23f,575,5,0
"MBU","BUFFERS",10,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,184,"Irish terrier",0.614760,211,"vizsla, Hungarian pointer",0.226158,182,"Border terrier",0.083199,1,0.000009,0x5aeb02a,42,1,0
"MBU","BUFFERS",10,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,655,"miniskirt, mini",0.999875,182,"Border terrier",0.000123,184,"Irish terrier",0.000001,0,-0.016373,0x5aeb311,785,5,0
"MBU","BUFFERS",10,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,527,"desktop computer",0.999978,461,"breastplate, aegis, egis",0.000013,420,"banjo",0.000004,0,-0.447759,0x5aeb0e2,226,0,0
"MBU","BUFFERS",10,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,538,"dome",0.999997,184,"Irish terrier",0.000003,192,"cairn, cairn terrier",0.000000,0,-0.035904,0x5aeb105,261,7,0
"MBU","BUFFERS",10,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,103,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",0.973475,202,"soft-coated wheaten terrier",0.008422,184,"Irish terrier",0.005108,0,-0.655973,0x5aeb110,272,2,0
