injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","BUFFERS",200,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,740,"power drill",0.142085,190,"Sealyham terrier, Sealyham",0.110656,461,"breastplate, aegis, egis",0.110656,0,0.703867,0x5aeb317,791,5,0
"MBU","BUFFERS",200,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,463,"bucket, pail",0.191760,583,"guillotine",0.149343,170,"Irish wolfhound",0.149343,0,0.744955,0x5aeb0a6,166,2,0
"MBU","BUFFERS",200,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,593,"harmonica, mouth organ, harp, mouth harp",0.219341,927,"trifle",0.133037,837,"sunglasses, dark glasses, shades",0.103609,0,0.780633,0x5aeb0ff,255,2,0
"MBU","BUFFERS",200,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,847,"tank, army tank, armored combat vehicle, armoured combat vehicle",0.211689,698,"palace",0.128396,482,"cassette player",0.128396,0,0.765740,0x5aeb33d,829,4,0
"MBU","BUFFERS",200,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,793,"shower cap",0.246749,201,"silky terrier, Sydney silky",0.246749,153,"Maltese dog, Maltese terrier, Maltese",0.192168,0,0.750653,0x5aeb25f,607,2,0
"MBU","BUFFERS",200,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,572,"goblet",0.165040,582,"grocery store, grocery, food market, market",0.165040,853,"thatch, thatched roof",0.128533,0,0.449729,0x5aeb390,912,5,0
"MBU","BUFFERS",200,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,303,"long-horned beetle, longicorn, longicorn beetle",0.241436,436,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",0.114046,32,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",0.088819,0,0.742066,0x5aeb294,660,0,0
"MBU","BUFFERS",200,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,932,"pretzel",0.511986,827,"stove",0.188349,46,"green lizard, Lacerta viridis",0.088970,0,0.040233,0x5aeb3a3,931,5,0
"MBU","BUFFERS",200,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,122,"American lobster, Northern lobster, Maine lobster, Homarus americanus",0.299437,947,"mushroom",0.233202,666,"mortar",0.233202,0,0.664656,0x5aeb185,389,5,0
"MBU","BUFFERS",200,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,885,"velvet",0.194885,667,"mortarboard",0.151777,523,"crutch",0.118204,0,0.122617,0x5aeb0a1,161,1,0
