injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","BUFFERS",500,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,573,"go-kart",0.089595,375,"colobus, colobus monkey",0.089595,503,"cocktail shaker",0.089595,0,0.756356,0x5aeb0d3,211,0,0
"MBU","BUFFERS",500,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,513,"cornet, horn, trumpet, trump",0.069941,463,"bucket, pail",0.069941,137,"American coot, marsh hen, mud hen, water hen, Fulica americana",0.069941,0,0.866774,0x5aeb2d9,729,2,0
"MBU","BUFFERS",500,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,320,"damselfly",0.053008,91,"coucal",0.053008,221,"Irish water spaniel",0.053008,0,0.946966,0x5aeb33c,828,5,0
"MBU","BUFFERS",500,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,438,"beaker",0.102260,816,"spindle",0.079640,478,"carton",0.062024,0,0.875168,0x5aeb21c,540,7,0
"MBU","BUFFERS",500,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,647,"measuring cup",0.099219,451,"bolo tie, bolo, bola tie, bola",0.099219,413,"assault rifle, assault gun",0.099219,0,0.898182,0x5aeb0b4,180,6,0
"MBU","BUFFERS",500,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,915,"yurt",0.115019,619,"lampshade, lamp shade",0.115019,671,"mountain bike, all-terrain bike, off-roader",0.089577,0,0.499749,0x5aeb13b,315,4,0
"MBU","BUFFERS",500,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,782,"screen, CRT screen",0.084089,602,"horizontal bar, high bar",0.084089,283,"Persian cat",0.084089,0,0.899413,0x5aeb297,663,4,0
"MBU","BUFFERS",500,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,769,"rule, ruler",0.103659,334,"porcupine, hedgehog",0.103659,77,"wolf spider, hunting spider",0.103659,0,0.448560,0x5aeb1eb,491,3,0
"MBU","BUFFERS",500,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,796,"ski mask",0.102807,423,"barber chair",0.080066,473,"can opener, tin opener",0.080066,0,0.861286,0x5aeb2a0,672,1,0
"MBU","BUFFERS",500,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,594,"harp",0.087805,556,"fire screen, fireguard",0.087805,35,"mud turtle",0.087805,0,0.229697,0x5aeb0cc,204,5,0
"MBU","BUFFERS",500,"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,600,"hook, claw",0.071479,581,"grille, radiator grille",0.071479,301,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",0.071479,0,0.770505,0x5aeb3e4,996,4,0
"MBU","BUFFERS",500,"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,916,"web site, website, internet site, site",0.096067,566,"French horn, horn",0.074817,793,"shower cap",0.074817,0,0.818013,0x5aeb041,65,2,0
"MBU","BUFFERS",500,"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,492,"chest",0.108848,366,"gorilla, Gorilla gorilla",0.108848,85,"quail",0.108848,0,0.859761,0x5aeb19c,412,2,0
"MBU","BUFFERS",500,"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,217,"English springer, English springer spaniel",0.102618,543,"dumbbell",0.079919,465,"bulletproof vest",0.079919,0,0.886085,0x5aeb02a,42,2,0
"MBU","BUFFERS",500,"n02096051/n02096051_668.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.991122,919,"street sign",0.158406,716,"picket fence, paling",0.123367,606,"iron, smoothing iron",0.123367,0,0.832716,0x5aeb343,835,1,0
"MBU","BUFFERS",500,"n02113186/n02113186_12291.JPEG",264,"Cardigan, Cardigan Welsh corgi",264,"Cardigan, Cardigan Welsh corgi",0.848451,616,"knot",0.081980,346,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",0.081980,400,"academic gown, academic robe, judge's robe",0.081980,0,0.766471,0x5aeb056,86,2,0
"MBU","BUFFERS",500,"n02113186/n02113186_13231.JPEG",264,"Cardigan, Cardigan Welsh corgi",201,"silky terrier, Sydney silky",0.489978,938,"cauliflower",0.131236,366,"gorilla, Gorilla gorilla",0.131236,875,"trombone",0.102206,0,0.358743,0x5aeb2ce,718,0,0
"MBU","BUFFERS",500,"n02113186/n02113186_50.JPEG",264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,553,"file, file cabinet, filing cabinet",0.077472,431,"bassinet",0.077472,76,"tarantula",0.077472,0,0.438839,0x5aeb033,51,4,0
"MBU","BUFFERS",500,"n02113186/n02113186_5538.JPEG",264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,626,"lighter, light, igniter, ignitor",0.159518,762,"restaurant, eating house, eating place, eatery",0.159518,706,"patio, terrace",0.096752,0,0.411593,0x5aeb303,771,7,0
"MBU","BUFFERS",500,"n02113186/n02113186_9772.JPEG",264,"Cardigan, Cardigan Welsh corgi",195,"Boston bull, Boston terrier",0.305252,757,"recreational vehicle, RV, R.V.",0.122263,394,"sturgeon",0.095219,716,"picket fence, paling",0.095219,0,0.182989,0x5aeb1b5,437,0,0
"MBU","BUFFERS",500,"n02114855/n02114855_1044.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.933076,807,"solar dish, solar collector, solar furnace",0.143664,622,"lens cap, lens cover",0.111886,738,"pot, flowerpot",0.087137,0,0.789411,0x5aeb130,304,3,0
"MBU","BUFFERS",500,"n02114855/n02114855_1047.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,378,"capuchin, ringtail, Cebus capucinus",0.072191,851,"television, television system",0.072191,480,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",0.056222,0,0.784194,0x5aeb35b,859,2,0
"MBU","BUFFERS",500,"n02114855/n02114855_18848.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.831597,84,"peacock",0.090829,504,"coffee mug",0.090829,317,"leafhopper",0.070738,0,0.740768,0x5aeb27d,637,0,0
"MBU","BUFFERS",500,"n02114855/n02114855_7204.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.926733,267,"standard poodle",0.089118,918,"crossword puzzle, crossword",0.089118,804,"soap dispenser",0.069405,0,0.837615,0x5aeb04c,76,5,0
"MBU","BUFFERS",500,"n02114855/n02114855_7265.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.818428,574,"golf ball",0.130812,834,"suit, suit of clothes",0.130812,626,"lighter, light, igniter, ignitor",0.079342,0,0.687615,0x5aeb207,519,6,0
"MBU","BUFFERS",500,"n02134418/n02134418_11090.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.945521,262,"Brabancon griffon",0.075875,571,"gas pump, gasoline pump, petrol pump, island dispenser",0.075875,246,"Great Dane",0.059092,0,0.869645,0x5aeb109,265,2,0
"MBU","BUFFERS",500,"n02134418/n02134418_2895.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.999508,359,"black-footed ferret, ferret, Mustela nigripes",0.114537,42,"agama",0.089202,212,"English setter",0.089202,0,0.884971,0x5aeb244,580,6,0
"MBU","BUFFERS",500,"n02134418/n02134418_3846.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",295,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.730507,168,"redbone",0.060704,56,"king snake, kingsnake",0.060704,64,"green mamba",0.060704,0,0.669803,0x5aeb261,609,1,0
"MBU","BUFFERS",500,"n02134418/n02134418_4725.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.907159,67,"diamondback, diamondback rattlesnake, Crotalus adamanteus",0.091785,118,"Dungeness crab, Cancer magister",0.091785,445,"bikini, two-piece",0.071482,0,0.815375,0x5aeb238,568,4,0
"MBU","BUFFERS",500,"n02134418/n02134418_5777.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.608753,568,"fur coat",0.180933,454,"bookshop, bookstore, bookstall",0.140910,822,"steel drum",0.109741,0,0.427821,0x5aeb3a2,930,1,0
"MBU","BUFFERS",500,"n02264363/n02264363_13680.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.562020,568,"fur coat",0.122665,155,"Shih-Tzu",0.095531,810,"space bar",0.074400,0,0.439356,0x5aeb3cd,973,1,0
"MBU","BUFFERS",500,"n02264363/n02264363_3092.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.984973,931,"bagel, beigel",0.074062,825,"stone wall",0.074062,516,"cradle",0.074062,0,0.910911,0x5aeb306,774,6,0
"MBU","BUFFERS",500,"n02264363/n02264363_4632.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.974743,625,"lifeboat",0.054118,95,"jacamar",0.054118,166,"Walker hound, Walker foxhound",0.054118,0,0.920625,0x5aeb1bf,447,4,0
"MBU","BUFFERS",500,"n02264363/n02264363_5318.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999994,318,"lacewing, lacewing fly",0.116814,383,"Madagascar cat, ring-tailed lemur, Lemur catta",0.116814,457,"bow tie, bow-tie, bowtie",0.090974,1,0.883181,0x5aeb321,801,5,0
"MBU","BUFFERS",500,"n02264363/n02264363_9846.JPEG",318,"lacewing, lacewing fly",318,"lacewing, lacewing fly",0.999998,585,"hair spray",0.079255,30,"bullfrog, Rana catesbeiana",0.061724,27,"eft",0.061724,0,0.920743,0x5aeb06b,107,7,0
"MBU","BUFFERS",500,"n02699494/n02699494_12579.JPEG",406,"altar",406,"altar",0.955258,662,"modem",0.111751,346,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",0.111751,382,"squirrel monkey, Saimiri sciureus",0.111751,0,0.843507,0x5aeb2f1,753,5,0
