injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","BUFFERS",50,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,617,"lab coat, laboratory coat",0.662411,519,"crate",0.189784,320,"damselfly",0.147804,0,0.183541,0x5aeb159,345,5,0
"MBU","BUFFERS",50,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,177,"Scottish deerhound, deerhound",0.622445,756,"rain barrel",0.377532,63,"Indian cobra, Naja naja",0.000013,0,0.314270,0x5aeb2e4,740,5,0
"MBU","BUFFERS",50,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,584,"hair slide",0.892491,95,"jacamar",0.057055,467,"butcher shop, meat market",0.044434,0,0.107483,0x5aeb1d3,467,7,0
"MBU","BUFFERS",50,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,403,"aircraft carrier, carrier, flattop, attack aircraft carrier",0.927171,35,"mud turtle",0.059272,63,"Indian cobra, Naja naja",0.013225,0,0.050258,0x5aeb1f1,497,6,0
"MBU","BUFFERS",50,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,916,"web site, website, internet site, site",0.999692,63,"Indian cobra, Naja naja",0.000261,397,"puffer, pufferfish, blowfish, globefish",0.000028,0,-0.002290,0x5aeb18d,397,6,0
"MBU","BUFFERS",50,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,955,"jackfruit, jak, jack",0.740394,474,"cardigan",0.212126,283,"Persian cat",0.036862,0,-0.125625,0x5aeb09b,155,5,0
"MBU","BUFFERS",50,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,131,"little blue heron, Egretta caerulea",0.562135,798,"slide rule, slipstick",0.437791,182,"Border terrier",0.000069,0,0.421367,0x5aeb2a6,678,2,0
"MBU","BUFFERS",50,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,699,"panpipe, pandean pipe, syrinx",0.390651,432,"bassoon",0.304239,744,"projectile, missile",0.236942,0,0.161568,0x5aeb031,49,5,0
"MBU","BUFFERS",50,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,303,"long-horned beetle, longicorn, longicorn beetle",0.375793,822,"steel drum",0.292668,740,"power drill",0.138247,0,0.588300,0x5aeb2aa,682,1,0
"MBU","BUFFERS",50,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,481,"cassette",0.662409,460,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",0.189783,436,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",0.147803,0,-0.344907,0x5aeb351,849,0,0
"MBU","BUFFERS",50,"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,427,"barrel, cask",0.381698,322,"ringlet, ringlet butterfly",0.140419,58,"water snake",0.109358,0,0.460287,0x5aeb016,22,2,0
"MBU","BUFFERS",50,"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,533,"dishrag, dishcloth",0.643081,737,"pop bottle, soda bottle",0.303770,630,"Loafer",0.052787,0,0.270999,0x5aeb31d,797,3,0
"MBU","BUFFERS",50,"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,863,"totem pole",0.413676,149,"dugong, Dugong dugon",0.195407,627,"limousine, limo",0.195407,0,0.554933,0x5aeb046,70,5,0
"MBU","BUFFERS",50,"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,222,"kuvasz",0.975139,751,"racer, race car, racing car",0.022933,403,"aircraft carrier, carrier, flattop, attack aircraft carrier",0.001882,0,0.013564,0x5aeb378,888,5,0
