injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","BUFFERS",5,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,709,"pencil box, pencil case",0.999993,63,"Indian cobra, Naja naja",0.000006,54,"hognose snake, puff adder, sand viper",0.000001,0,-0.154041,0x5aeb2c5,709,7,0
"MBU","BUFFERS",5,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,63,"Indian cobra, Naja naja",0.936715,57,"garter snake, grass snake",0.017157,64,"green mamba",0.013362,1,0.000000,0x5aeb180,384,0,0
"MBU","BUFFERS",5,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,63,"Indian cobra, Naja naja",0.999974,66,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",0.000017,64,"green mamba",0.000002,1,0.000000,0x5aeb007,7,2,0
"MBU","BUFFERS",5,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,63,"Indian cobra, Naja naja",0.977429,60,"night snake, Hypsiglena torquata",0.013942,58,"water snake",0.006586,1,0.000000,0x5aeb2de,734,4,0
"MBU","BUFFERS",5,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,63,"Indian cobra, Naja naja",0.997401,65,"sea snake",0.000708,54,"hognose snake, puff adder, sand viper",0.000552,1,0.000000,0x5aeb1a8,424,2,0
"MBU","BUFFERS",5,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,184,"Irish terrier",0.540633,211,"vizsla, Hungarian pointer",0.198888,187,"Yorkshire terrier",0.120632,1,0.074136,0x5aeb375,885,1,0
"MBU","BUFFERS",5,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,905,"window shade",0.999902,182,"Border terrier",0.000096,184,"Irish terrier",0.000001,0,-0.016401,0x5aeb129,297,5,0
"MBU","BUFFERS",5,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,378,"capuchin, ringtail, Cebus capucinus",0.974820,202,"soft-coated wheaten terrier",0.013905,184,"Irish terrier",0.003984,0,-0.422601,0x5aeb032,50,0,0
"MBU","BUFFERS",5,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,184,"Irish terrier",0.963337,182,"Border terrier",0.017644,192,"cairn, cairn terrier",0.006491,1,0.000756,0x5aeb000,0,6,0
"MBU","BUFFERS",5,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,202,"soft-coated wheaten terrier",0.317818,184,"Irish terrier",0.192766,163,"bloodhound, sleuthhound",0.192766,0,-0.000315,0x5aeb0cc,204,4,0
"MBU","BUFFERS",5,"n02096051/n02096051_2751.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.841985,191,"Airedale, Airedale terrier",0.841902,189,"Lakeland terrier",0.041916,187,"Yorkshire terrier",0.032644,1,0.000083,0x5aeb256,598,3,0
"MBU","BUFFERS",5,"n02096051/n02096051_2946.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.914080,807,"solar dish, solar collector, solar furnace",0.839200,191,"Airedale, Airedale terrier",0.145831,211,"vizsla, Hungarian pointer",0.005654,0,0.074880,0x5aeb291,657,0,0
"MBU","BUFFERS",5,"n02096051/n02096051_495.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.968609,191,"Airedale, Airedale terrier",0.968609,189,"Lakeland terrier",0.029249,184,"Irish terrier",0.001134,1,0.000000,0x5aeb227,551,6,0
"MBU","BUFFERS",5,"n02096051/n02096051_5436.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.988703,191,"Airedale, Airedale terrier",0.988697,189,"Lakeland terrier",0.008554,188,"wire-haired fox terrier",0.001158,1,0.000006,0x5aeb062,98,1,0
"MBU","BUFFERS",5,"n02096051/n02096051_668.JPEG",191,"Airedale, Airedale terrier",191,"Airedale, Airedale terrier",0.991122,1,"goldfish, Carassius auratus",0.999442,191,"Airedale, Airedale terrier",0.000553,175,"otterhound, otter hound",0.000004,0,-0.008321,0x5aeb001,1,7,0
"MBU","BUFFERS",5,"n02113186/n02113186_12291.JPEG",264,"Cardigan, Cardigan Welsh corgi",264,"Cardigan, Cardigan Welsh corgi",0.848451,818,"spotlight, spot",0.583135,264,"Cardigan, Cardigan Welsh corgi",0.353689,263,"Pembroke, Pembroke Welsh corgi",0.022611,0,0.265316,0x5aeb1b3,435,2,0
"MBU","BUFFERS",5,"n02113186/n02113186_13231.JPEG",264,"Cardigan, Cardigan Welsh corgi",201,"silky terrier, Sydney silky",0.489978,626,"lighter, light, igniter, ignitor",0.999994,201,"silky terrier, Sydney silky",0.000003,275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.000002,0,-0.510016,0x5aeb272,626,7,0
"MBU","BUFFERS",5,"n02113186/n02113186_50.JPEG",264,"Cardigan, Cardigan Welsh corgi",263,"Pembroke, Pembroke Welsh corgi",0.516311,263,"Pembroke, Pembroke Welsh corgi",0.516259,264,"Cardigan, Cardigan Welsh corgi",0.402063,158,"toy terrier",0.033003,0,0.000052,0x5aeb226,550,6,0
"MBU","BUFFERS",5,"n02113186/n02113186_5538.JPEG",264,"Cardigan, Cardigan Welsh corgi",162,"beagle",0.571110,162,"beagle",0.618945,166,"Walker hound, Walker foxhound",0.107556,543,"dumbbell",0.065236,0,-0.047834,0x5aeb320,800,7,0
"MBU","BUFFERS",5,"n02113186/n02113186_9772.JPEG",264,"Cardigan, Cardigan Welsh corgi",195,"Boston bull, Boston terrier",0.305252,264,"Cardigan, Cardigan Welsh corgi",0.304234,195,"Boston bull, Boston terrier",0.304234,242,"boxer",0.143710,1,0.001019,0x5aeb277,631,7,0
"MBU","BUFFERS",5,"n02114855/n02114855_1044.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.933076,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.595857,337,"beaver",0.361406,331,"hare",0.010914,1,0.337219,0x5aeb100,256,4,0
"MBU","BUFFERS",5,"n02114855/n02114855_1047.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.856385,180,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier",0.999998,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.000002,271,"red wolf, maned wolf, Canis rufus, Canis niger",0.000000,0,-0.143613,0x5aeb3b9,953,4,0
"MBU","BUFFERS",5,"n02114855/n02114855_18848.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.831597,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.831586,293,"cheetah, chetah, Acinonyx jubatus",0.087648,274,"dhole, Cuon alpinus",0.053161,1,0.000011,0x5aeb017,23,4,0
"MBU","BUFFERS",5,"n02114855/n02114855_7204.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.926733,863,"totem pole",0.999999,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.000001,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.000000,0,-0.073266,0x5aeb2cd,717,4,0
"MBU","BUFFERS",5,"n02114855/n02114855_7265.JPEG",272,"coyote, prairie wolf, brush wolf, Canis latrans",272,"coyote, prairie wolf, brush wolf, Canis latrans",0.818428,272,"coyote, prairie wolf, brush wolf, Canis latrans",0.817424,104,"wallaby, brush kangaroo",0.040697,269,"timber wolf, grey wolf, gray wolf, Canis lupus",0.040697,1,0.001004,0x5aeb045,69,3,0
"MBU","BUFFERS",5,"n02134418/n02134418_11090.JPEG",297,"sloth bear, Melursus ursinus, Ursus ursinus",297,"sloth bear, Melursus ursinus, Ursus ursinus",0.945521,661,"Model T",0.817573,726,"plane, carpenter's plane, woodworking plane",0.182425,297,"sloth bear, Melursus ursinus, Ursus ursinus",0.000002,0,0.127948,0x5aeb15e,350,6,0
