injection_type,target,k_bits,image_name,ground_truth_class,ground_truth_name,baseline_class,baseline_name,baseline_prob,faulty_top1,faulty_top1_name,faulty_top1_prob,faulty_top2,faulty_top2_name,faulty_top2_prob,faulty_top3,faulty_top3_name,faulty_top3_prob,correctly_classified,prob_drop,fault_addr,fault_byte_offset,fault_bit,crash
"MBU","BUFFERS",1000,"n01748264/n01748264_12351.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.845951,503,"cocktail shaker",0.042594,399,"abaya",0.042594,13,"junco, snowbird",0.042594,0,0.803358,0x5aeb1d3,467,5,0
"MBU","BUFFERS",1000,"n01748264/n01748264_12842.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.936715,941,"acorn squash",0.040849,733,"pole",0.040849,463,"bucket, pail",0.040849,0,0.895866,0x5aeb195,405,1,0
"MBU","BUFFERS",1000,"n01748264/n01748264_15432.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.999974,421,"bannister, banister, balustrade, balusters, handrail",0.042967,320,"damselfly",0.042967,136,"European gallinule, Porphyrio porphyrio",0.042967,0,0.957007,0x5aeb35d,861,2,0
"MBU","BUFFERS",1000,"n01748264/n01748264_19883.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.977429,190,"Sealyham terrier, Sealyham",0.037068,77,"wolf spider, hunting spider",0.037068,20,"water ouzel, dipper",0.037068,0,0.940360,0x5aeb26f,623,6,0
"MBU","BUFFERS",1000,"n01748264/n01748264_2196.JPEG",63,"Indian cobra, Naja naja",63,"Indian cobra, Naja naja",0.997401,274,"dhole, Cuon alpinus",0.035582,268,"Mexican hairless",0.035582,188,"wire-haired fox terrier",0.035582,0,0.961819,0x5aeb29c,668,7,0
"MBU","BUFFERS",1000,"n02093991/n02093991_2155.JPEG",184,"Irish terrier",184,"Irish terrier",0.614769,156,"Blenheim spaniel",0.038010,121,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",0.038010,90,"lorikeet",0.038010,0,0.576759,0x5aeb020,32,5,0
"MBU","BUFFERS",1000,"n02093991/n02093991_75.JPEG",184,"Irish terrier",182,"Border terrier",0.983502,594,"harp",0.031690,528,"dial telephone, dial phone",0.031690,103,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",0.031690,0,0.951812,0x5aeb1a9,425,6,0
"MBU","BUFFERS",1000,"n02093991/n02093991_7823.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.552219,475,"car mirror",0.038641,280,"grey fox, gray fox, Urocyon cinereoargenteus",0.038641,315,"mantis, mantid",0.038641,0,0.513578,0x5aeb39e,926,3,0
"MBU","BUFFERS",1000,"n02093991/n02093991_7935.JPEG",184,"Irish terrier",184,"Irish terrier",0.964093,662,"modem",0.050984,373,"macaque",0.050984,616,"knot",0.050984,0,0.913109,0x5aeb3b0,944,4,0
"MBU","BUFFERS",1000,"n02093991/n02093991_8145.JPEG",184,"Irish terrier",202,"soft-coated wheaten terrier",0.317502,516,"cradle",0.034439,507,"combination lock",0.034439,67,"diamondback, diamondback rattlesnake, Crotalus adamanteus",0.034439,0,0.283064,0x5aeb09b,155,5,0
